#{"t_start": 1781619898.2481868, "env_id": "None"}
r,l,t,soc_before,soc_after,original_action_kw,protected_action_kw,soc_action_protection_applied,soc_fibonacci_penalty,soc_deficit_percent_below_15,soc_fibonacci_level,reward_before_soc_penalty,reward_after_soc_penalty,episode_soc_penalty_count,episode_soc_penalty_total,episode_action_protection_count,episode_action_block_count,episode_action_clip_count,episode_min_soc
-598.030277,203,942.400535,0.1519585945325855,0.14992415264111605,0.7730879187583923,0.7730879187583923,0,100.0,0.007584735888394034,1,-500.0,-600.0,1,100.0,0,0,0,0.14992415264111605
-615.044668,490,944.434978,0.15010977660487113,0.14946473604102423,0.24511541426181793,0.24511541426181793,0,100.0,0.053526395897576795,1,-500.0,-600.0,1,100.0,0,0,0,0.14946473604102423
-609.352623,406,945.018408,0.15051514051438006,0.14861780624616147,0.7209870219230652,0.7209870219230652,0,100.0,0.13821937538385232,1,-500.0,-600.0,1,100.0,0,0,0,0.14861780624616147
-614.68543,483,945.696909,0.15027074039658833,0.1470559613709584,1.2216160297393799,1.2216160297393799,0,100.0,0.29440386290416065,1,-500.0,-600.0,1,100.0,1,0,1,0.1470559613709584
-615.363729,497,946.384883,0.15032636996446863,0.14993851226695665,0.14738592505455017,0.14738592505455017,0,100.0,0.00614877330433472,1,-500.0,-600.0,1,100.0,0,0,0,0.14993851226695665
-615.001585,488,948.436,0.15184592297295785,0.14969404283415907,0.8177144527435303,0.8177144527435303,0,100.0,0.030595716584091992,1,-500.0,-600.0,1,100.0,1,0,1,0.14969404283415907
-615.558009,501,949.125444,0.15138229972937844,0.14934433786992635,0.7744255065917969,0.7744255065917969,0,100.0,0.06556621300736476,1,-500.0,-600.0,1,100.0,0,0,0,0.14934433786992635
-615.904275,504,949.862803,0.1511343205234916,0.14983481974438986,0.4938102960586548,0.4938102960586548,0,100.0,0.016518025561013117,1,-500.0,-600.0,1,100.0,0,0,0,0.14983481974438986
-615.829455,499,950.534026,0.1508142645957536,0.14928904871274956,0.5795820355415344,0.5795820355415344,0,100.0,0.07109512872504331,1,-500.0,-600.0,1,100.0,0,0,0,0.14928904871274956
-615.921501,501,953.083842,0.1505409746075929,0.14873078625139413,0.6878715753555298,0.6878715753555298,0,100.0,0.1269213748605863,1,-500.0,-600.0,1,100.0,2,0,2,0.14873078625139413
-633.968941,1068,955.13735,0.1520850811522383,0.14985233884266796,0.8484420776367188,0.8484420776367188,0,100.0,0.014766115733202967,1,-500.0,-600.0,1,100.0,0,0,0,0.14985233884266796
537.524628,23540,1017.110566,0.15285791096292003,0.14929426846108898,1.3541841506958008,1.3541841506958008,0,100.0,0.07057315389110141,1,-500.0,-600.0,1,100.0,4,0,4,0.14929426846108898
578.728944,24118,1070.762659,0.15117049013231407,0.1477431223572503,1.302399754524231,1.302399754524231,0,100.0,0.2256877642749705,1,-500.0,-600.0,1,100.0,9,0,9,0.1477431223572503
-603.075581,313,1073.325905,0.1516840526172645,0.14904566619204543,1.002586841583252,1.002586841583252,0,100.0,0.0954333807954566,1,-500.0,-600.0,1,100.0,0,0,0,0.14904566619204543
-608.535969,395,1074.091997,0.15084284021124525,0.14967039684958644,0.44552847743034363,0.44552847743034363,0,100.0,0.03296031504135544,1,-500.0,-600.0,1,100.0,3,0,3,0.14967039684958644
-602.264442,302,1074.515879,0.15019126115445272,0.14746239738813385,1.0369682312011719,1.0369682312011719,0,100.0,0.2537602611866141,1,-500.0,-600.0,1,100.0,0,0,0,0.14746239738813385
-603.554293,318,1074.951758,0.15082625261007923,0.14771581684817578,1.1819655895233154,1.1819655895233154,0,100.0,0.2284183151824215,1,-500.0,-600.0,1,100.0,0,0,0,0.14771581684817578
-609.064819,403,1075.551019,0.15094933692158802,0.14957758401950688,0.5212661027908325,0.5212661027908325,0,100.0,0.04224159804931127,1,-500.0,-600.0,1,100.0,1,0,1,0.14957758401950688
-609.661047,412,1076.105012,0.1502604283311063,0.14907320780160022,0.4511438012123108,0.4511438012123108,0,100.0,0.09267921983997784,1,-500.0,-600.0,1,100.0,0,0,0,0.14907320780160022
-614.45539,486,1078.1456,0.15176478202072438,0.1492295651182927,0.9633824229240417,0.9633824229240417,0,100.0,0.07704348817073048,1,-500.0,-600.0,1,100.0,0,0,0,0.1492295651182927
-615.016556,493,1078.83485,0.15093318330476985,0.1488891828673847,0.7767201662063599,0.7767201662063599,0,100.0,0.11108171326152938,1,-500.0,-600.0,1,100.0,0,0,0,0.1488891828673847
-615.492296,502,1079.566584,0.15060306349739846,0.1479150060120188,1.021461844444275,1.021461844444275,0,100.0,0.2084993987981204,1,-500.0,-600.0,1,100.0,0,0,0,0.1479150060120188
-148.187624,12738,1117.063922,0.8473212694147906,0.850691042564281,-1.4188518524169922,-1.4188518524169922,0,0.0,0.0,0,-500.0,-500.0,0,0.0,0,0,0,0.15339179611857975
-368.16697,9091,1138.563197,0.8498320451548441,0.850752642588888,-0.3876199722290039,-0.3876199722290039,0,0.0,0.0,0,-500.0,-500.0,0,0.0,0,0,0,0.18059990530818887
-371.468246,9085,1159.102294,0.8432294193345329,0.852172381772401,-3.76545786857605,-3.76545786857605,0,0.0,0.0,0,-500.0,-500.0,0,0.0,0,0,0,0.22266337349020734
-333.969178,9760,1182.372973,0.8452916851008633,0.8536981867218711,-3.5395796298980713,-3.5395796298980713,0,0.0,0.0,0,-500.0,-500.0,0,0.0,0,0,0,0.2181698526231278
-150.002209,12640,1211.218967,0.8496730077747491,0.8581436320130017,-3.5665786266326904,-3.5665786266326904,0,0.0,0.0,0,-500.0,-500.0,0,0.0,0,0,0,0.1973376400495238
-614.099222,477,1211.92413,0.1514356326100071,0.14766837436745017,1.4315581321716309,1.4315581321716309,0,100.0,0.2331625632549822,1,-500.0,-600.0,1,100.0,0,0,0,0.14766837436745017
-609.427674,412,1213.861834,0.15123416364825273,0.14803460576664648,1.215831995010376,1.215831995010376,0,100.0,0.19653942333535124,1,-500.0,-600.0,1,100.0,0,0,0,0.14803460576664648
-608.386407,398,1214.419072,0.15130796481936098,0.14659093667833925,1.7924706935882568,1.7924706935882568,0,100.0,0.34090633216607436,1,-500.0,-600.0,1,100.0,1,0,1,0.14659093667833925
-602.69026,310,1214.860147,0.15107751474931497,0.14817153860442392,1.1042709350585938,1.1042709350585938,0,100.0,0.18284613955760753,1,-500.0,-600.0,1,100.0,0,0,0,0.14817153860442392
-608.622532,397,1215.411205,0.15059671169362526,0.149907768583611,0.2617983818054199,0.2617983818054199,0,100.0,0.009223141638900478,1,-500.0,-600.0,1,100.0,2,0,2,0.149907768583611
-608.974804,405,1216.001203,0.1500624384974174,0.1457467833286833,1.6399489641189575,1.6399489641189575,0,100.0,0.4253216671316701,1,-500.0,-600.0,1,100.0,0,0,0,0.1457467833286833
-614.748746,489,1218.462519,0.15097215137307166,0.14896661208756246,0.7621049284934998,0.7621049284934998,0,100.0,0.10333879124375389,1,-500.0,-600.0,1,100.0,2,0,2,0.14896661208756246
-609.377981,410,1219.278867,0.15182490592288136,0.1490628241743205,1.049591064453125,1.049591064453125,0,100.0,0.09371758256794815,1,-500.0,-600.0,1,100.0,0,0,0,0.1490628241743205
-614.462652,481,1220.1754,0.1514974780266019,0.14975231708301848,0.6631611585617065,0.6631611585617065,0,100.0,0.024768291698151756,1,-500.0,-600.0,1,100.0,0,0,0,0.14975231708301848
-614.814585,491,1221.109468,0.15253723371372022,0.1495984888173836,1.1167230606079102,1.1167230606079102,0,100.0,0.04015111826163875,1,-500.0,-600.0,1,100.0,0,0,0,0.1495984888173836
-609.528609,413,1221.938122,0.1502012548546127,0.14991213483926757,0.10986560583114624,0.10986560583114624,0,100.0,0.00878651607324199,1,-500.0,-600.0,1,100.0,0,0,0,0.14991213483926757
-615.164534,502,1224.079225,0.150636290550134,0.1492262689564378,0.5358082056045532,0.5358082056045532,0,100.0,0.07737310435621814,1,-500.0,-600.0,1,100.0,0,0,0,0.1492262689564378
-622.53987,690,1225.046396,0.15042689643366403,0.14954343411441542,0.3357156813144684,0.3357156813144684,0,100.0,0.045656588558457,1,-500.0,-600.0,1,100.0,4,0,4,0.14954343411441542
-615.214014,500,1225.77251,0.1534976721020709,0.14919733940525662,1.6341264247894287,1.6341264247894287,0,100.0,0.08026605947433763,1,-500.0,-600.0,1,100.0,1,0,1,0.14919733940525662
-614.598904,489,1227.886709,0.15122767972210951,0.14945455055379986,0.6737890839576721,0.6737890839576721,0,100.0,0.05454494462001358,1,-500.0,-600.0,1,100.0,1,0,1,0.14945455055379986
