#{"t_start": 1781619898.2481868, "env_id": "None"}
r,l,t,soc_before,soc_after,original_action_kw,protected_action_kw,soc_action_protection_applied,soc_fibonacci_penalty,soc_deficit_percent_below_15,soc_fibonacci_level,reward_before_soc_penalty,reward_after_soc_penalty,episode_soc_penalty_count,episode_soc_penalty_total,episode_action_protection_count,episode_action_block_count,episode_action_clip_count,episode_min_soc
-598.169449,209,936.190217,0.15007349079474794,0.14939260262505777,0.2587375044822693,0.2587375044822693,0,100.0,0.06073973749422257,1,-500.0,-600.0,1,100.0,1,0,1,0.14939260262505777
-597.828183,205,936.476624,0.1509316377401549,0.1489224837466487,0.7634785175323486,0.7634785175323486,0,100.0,0.1077516253351285,1,-500.0,-600.0,1,100.0,0,0,0,0.1489224837466487
-598.085697,211,936.89066,0.15247530898526537,0.14897882962458453,1.3286621570587158,1.3286621570587158,0,100.0,0.10211703754154644,1,-500.0,-600.0,1,100.0,1,0,1,0.14897882962458453
-603.802271,315,939.402203,0.15208201434629925,0.14829844701809716,1.4377555847167969,1.4377555847167969,0,100.0,0.1701552981902832,1,-500.0,-600.0,1,100.0,0,0,0,0.14829844701809716
-599.216829,221,939.814053,0.15280412324601314,0.14999972282707907,1.0656721591949463,1.0656721591949463,0,100.0,2.7717292092055423e-05,1,-500.0,-600.0,1,100.0,0,0,0,0.14999972282707907
-602.879033,310,940.436,0.1513196588023322,0.14971149944847364,0.6111005544662476,0.6111005544662476,0,100.0,0.028850055152634946,1,-500.0,-600.0,1,100.0,1,0,1,0.14971149944847364
-598.833183,219,940.890184,0.15117209050039726,0.14909099777885973,0.7908152341842651,0.7908152341842651,0,100.0,0.09090022211402649,1,-500.0,-600.0,1,100.0,2,0,2,0.14909099777885973
-598.397161,215,941.328441,0.15207676674700102,0.14930666535033996,1.0526385307312012,1.0526385307312012,0,100.0,0.06933346496600379,1,-500.0,-600.0,1,100.0,1,0,1,0.14930666535033996
-603.511502,313,941.810016,0.15172412544253686,0.1489471089659559,1.055266261100769,1.055266261100769,0,100.0,0.10528910340441011,1,-500.0,-600.0,1,100.0,1,0,1,0.1489471089659559
-597.89912,210,942.102002,0.15138581856751918,0.14782874951688088,1.3516862392425537,1.3516862392425537,0,100.0,0.21712504831191137,1,-500.0,-600.0,1,100.0,0,0,0,0.14782874951688088
