period,controller,model_source,completion_ratio_pct,CO2_ton,grid_import_kWh,grid_export_kWh,SSR_pct,SSC_pct,battery_heat_loss_kWh,grid_import_energy_cost_usd,market_credit_or_revenue_usd,local_pv_resilience_value_usd,carbon_cost_usd,battery_wear_cost_usd,voltage_deviation_cost_usd,failure_cost_usd,gross_cost_before_credits_usd,total_credit_or_value_usd,net_result_type,net_result_magnitude_usd,economic_rank_lower_net_cost_is_better
Q4_Unseen_Test,MDP-PPO,best_eval,99.98858447488584,0.0,4591.2088453604965,2348.4442052983754,36.62937772058833,53.45555956701914,57.080970961839164,309.36856179761674,111.40300602682377,134.8575661650815,0.0,5.708097096183916,19.80720701752166,5000.0,5334.883865911323,246.26057219190528,Net cost,5088.623293719417,3
Q4_Unseen_Test,POMDP-LSTM-PPO,best_eval,49.94292237442922,0.0,1967.761530367584,1017.7852455225276,50.736775133595536,67.26027163986667,99.38834212154603,143.73912829386688,47.94320404061966,104.54654866387355,0.0,9.938834212154603,17.06026729080064,5000.0,5170.738229796822,152.4897527044932,Net cost,5018.248477092329,2
Q4_Unseen_Test,Formal-POMDP-LSTM-PPO,best_eval,99.98858447488584,0.0,3184.47186616801,769.8326805026019,56.04600649036673,84.7424813158536,237.71467777674096,203.82296009420648,37.507595380952004,213.7881424048702,0.0,23.771467777674097,11.286404117680725,5000.0,5238.880831989562,251.2957377858222,Net cost,4987.58509420374,1
Full_Year_2023,MDP-PPO,best_eval,99.99714611872146,0.0,15684.15940339851,18532.64135856553,50.32797110655247,46.68515301002084,350.5874741254361,1251.3006882282812,640.0981172934376,811.4054961717246,0.0,35.05874741254361,24.413368505068664,5000.0,6310.772804145894,1451.5036134651623,Net cost,4859.269190680732,2
Full_Year_2023,POMDP-LSTM-PPO,best_eval,31.152968036529682,0.0,5465.986002041885,2643.0212940734027,50.45065900935608,68.8419379991667,239.16301384105847,576.100597798578,100.3004347722013,291.9801431363293,0.0,23.91630138410585,18.571379846361495,5000.0,5618.588279029045,392.2805779085306,Net cost,5226.307701120515,3
Full_Year_2023,Formal-POMDP-LSTM-PPO,best_eval,99.99714611872146,0.0,9067.602579225759,11006.194290007606,71.28273146650082,68.3372945517812,1269.2057392962938,748.1826055351573,383.7673432441359,1187.7278495996206,0.0,126.92057392962938,14.32246701477879,5000.0,5889.425646479565,1571.4951928437565,Net cost,4317.930453635809,1
