period,controller,has_formal_shield,completed_steps,completion_ratio_pct,mean_total_step_time_ms,mean_FMU_step_time_ms,mean_shield_decision_time_ms,mean_non_FMU_overhead_ms,shield_overhead_share_pct,FMU_time_share_pct,steps_per_second_approx,p95_total_step_time_ms,p95_FMU_step_time_ms,p95_shield_decision_time_ms
Q4_Unseen_Test,MDP-PPO,False,8759,99.98858447488584,0.6276586005272963,0.0749784977781006,0.0,0.5526801027491957,0.0,11.945745300886681,1593.2228111905094,0.8462744998723792,0.1151948996266583,0.0
Q4_Unseen_Test,POMDP-LSTM-PPO,False,4375,49.94292237442922,0.7671711467433072,0.0854954457105902,0.0,0.681675701032717,0.0,11.144246765995316,1303.4901067969863,0.9874578006019876,0.1260751003428595,0.0
Q4_Unseen_Test,Formal-POMDP-LSTM-PPO,True,8759,99.98858447488584,1.0257992606438997,0.0814543135071806,0.3796501834597426,0.9443449471367191,37.01018298857364,7.940570502658708,974.849601053811,1.351201299530658,0.1112542004193529,0.4794558000867255
Full_Year_2023,MDP-PPO,False,35039,99.99714611872146,0.6271146253634889,0.0750782447862344,0.0,0.5520363805772546,0.0,11.972013049881822,1594.6048131478017,0.8273946002191224,0.1099102999432943,0.0
Full_Year_2023,POMDP-LSTM-PPO,False,10916,31.15296803652968,0.7738603543432228,0.0905359511788066,0.0,0.6833244031644161,0.0,11.699262104678393,1292.2228078846376,1.444971249839,0.175079250084309,0.0
Full_Year_2023,Formal-POMDP-LSTM-PPO,True,35039,99.99714611872146,1.0058510744891396,0.0836263162192342,0.370667170587623,0.9222247582699054,36.85109853622026,8.313985871288855,994.1829614367999,1.459788999909506,0.133315800303535,0.5145635998815122
