Agent,Step,Dataset Index,Proposed Action kW,Safe Action kW,Correction kW,Action kW,Action Label,Reward,Estimated Reward Sum,SOC,P_grid,P_pv,P_load,Voltage PCC,Battery Heat Loss Power,Price,CO2 Intensity,Success,Shield Reason,Fallback Used,Blocked,Forecast Warning,SOC Low Margin,SOC High Margin,Voltage Margin,Local energy effect,Economic effect,Grid import penalty,Voltage stability effect,Battery health effect,CO2 effect,SOC safety effect
MDP-PPO,10,26290,2.984482526779175,2.984482526779175,0.0,2.984482526779175,Discharge,0.04379503808041623,0.04379503808041623,0.40369154277600744,3.219684139887492,0.0,6.204166666666667,0.9979876974125703,0.15707802772521956,45.87583,0.331,1.0,,,,,,,,0.07461206316947937,-0.02030953131008654,-0.008049210349718729,-0.002012302587429682,-0.00039269506931304893,-5.328577251513799e-05,0.0
MDP-PPO,11,26291,2.936324119567871,2.936324119567871,0.0,2.936324119567871,Discharge,0.0447409488612961,0.0447409488612961,0.3959643740403025,2.992842547098796,0.0,5.929166666666667,0.9981294734080634,0.15454337471409832,45.87583,0.331,1.0,,,,,,,,0.07340810298919678,-0.018878631187277315,-0.0074821063677469905,-0.0018705265919366498,-0.00038635843678524583,-4.953154415448508e-05,0.0
MDP-PPO,12,26292,2.8583879470825195,2.8583879470825195,0.0,2.8583879470825195,Discharge,0.044411660566340744,0.044411660566340744,0.3884423004953485,2.8416120529174806,0.0,5.7,0.9982239924669265,0.1504414708990798,45.41417,0.335,1.0,,,,,,,,0.07145969867706299,-0.017744299766220977,-0.007104030132293702,-0.0017760075330734981,-0.00037610367724769957,-4.75970018863678e-05,0.0
MDP-PPO,13,26293,2.7760813236236572,2.7760813236236572,0.0,2.7760813236236572,Discharge,0.038698200671092364,0.03869820067109236,0.3811368233279178,3.2322520097096756,0.0,6.008333333333333,0.9979798424939313,0.14610954334861337,45.41417,0.335,1.0,,,,,,,,0.06940203309059144,-0.02018363080962207,-0.008080630024274189,-0.002020157506068654,-0.00036527385837153346,-5.414022116263707e-05,0.0
MDP-PPO,14,26294,2.725809335708618,2.725809335708618,0.0,2.725809335708618,Discharge,0.04902177410510902,0.049021774105109016,0.3739636408655267,1.9991906642913824,0.0,4.7250000000000005,0.998750505834818,0.14346364924782185,45.41417,0.335,1.0,,,,,,,,0.06814523339271546,-0.012483842894949495,-0.004997976660728456,-0.0012494941651820524,-0.00035865912311955464,-3.348644362688066e-05,0.0
MDP-PPO,15,26295,2.6638193130493164,2.6638193130493164,0.0,2.6638193130493164,Discharge,0.0437304875190418,0.0437304875190418,0.3669535900417127,2.3986806869506845,0.0,5.062500000000001,0.9985008245706558,0.14020101647627967,45.41417,0.335,1.0,,,,,,,,0.06659548282623291,-0.014978437717773086,-0.005996701717376711,-0.0014991754293441906,-0.0003505025411906992,-4.0177901506423974e-05,0.0
MDP-PPO,16,26296,2.547515630722046,2.547515630722046,0.0,2.547515630722046,Discharge,0.041434873784442994,0.04143487378444299,0.36024960153981256,2.4899843692779546,0.0,5.0375000000000005,0.9984437597692013,0.13407977003800226,41.16903,0.333,1.0,,,,,,,,0.06368789076805115,-0.01409515816477109,-0.006224960923194887,-0.0015562402307987,-0.00033519942509500564,-4.1458239748477956e-05,0.0
MDP-PPO,17,26297,2.5066022872924805,2.5066022872924805,0.0,2.5066022872924805,Discharge,0.0483828836737896,0.0483828836737896,0.35365327973114813,1.5850643793741863,0.0,4.091666666666667,0.9990093347628911,0.1319264361732883,41.16903,0.333,1.0,,,,,,,,0.06266505718231201,-0.008972639910628247,-0.003962660948435466,-0.0009906652371088898,-0.0003298160904332208,-2.6391321916580207e-05,0.0
MDP-PPO,18,26298,2.4024970531463623,2.4024970531463623,0.0,2.4024970531463623,Discharge,0.04095317623661557,0.04095317623661556,0.3473309190649735,2.1350029468536382,0.0,4.5375000000000005,0.9986656231582165,0.12644721332349262,41.16903,0.333,1.0,,,,,,,,0.06006242632865906,-0.012085700050752053,-0.005337507367134096,-0.0013343768417835022,-0.00031611803330873164,-3.554779906511308e-05,0.0
MDP-PPO,19,26299,2.360795736312866,2.360795736312866,0.0,2.360795736312866,Discharge,0.041346213965875234,0.041346213965875234,0.34111829870625543,1.9725375970204668,0.0,4.333333333333333,0.9987671640018623,0.12425240717436124,41.16903,0.333,1.0,,,,,,,,0.059019893407821655,-0.011166025682331234,-0.0049313439925511675,-0.0012328359981377268,-0.00031063101793590316,-3.284275099039077e-05,0.0
MDP-PPO,20,26300,2.2980775833129883,2.2980775833129883,0.0,2.2980775833129883,Discharge,0.044150237188450646,0.044150237188450646,0.3350707261185897,1.4977557500203447,0.0,3.795833333333333,0.9990639026562372,0.12095145175331504,40.27201,0.336,1.0,,,,,,,,0.05745193958282471,-0.008293674749576813,-0.0037443893750508618,-0.0009360973437627651,-0.00030237862938328763,-2.516229660034179e-05,0.0
MDP-PPO,21,26301,2.2257721424102783,2.2257721424102783,0.0,2.2257721424102783,Discharge,0.0390846378060207,0.0390846378060207,0.3292134310069837,1.8742278575897222,0.0,4.1000000000000005,0.9988286075890065,0.11714590223211978,40.27201,0.336,1.0,,,,,,,,0.05564430356025696,-0.010378351915680633,-0.004685569643974306,-0.0011713924109935103,-0.0002928647555802995,-3.1487028007507336e-05,0.0
MDP-PPO,22,26302,2.180413007736206,2.180413007736206,0.0,2.180413007736206,Discharge,0.04085381053701832,0.04085381053701832,0.32347550203925685,1.5404203255971272,0.0,3.720833333333333,0.9990372372965018,0.11475857935453704,40.27201,0.336,1.0,,,,,,,,0.05451032519340515,-0.008529925629039481,-0.003851050813992818,-0.0009627627034981545,-0.0002868964483863426,-2.5879061470031743e-05,0.0
MDP-PPO,23,26303,2.1316826343536377,2.1316826343536377,0.0,2.1316826343536377,Discharge,0.03867657228408486,0.03867657228408486,0.31786581089622096,1.6516506989796955,0.0,3.783333333333333,0.9989677183131377,0.11219382286071765,40.27201,0.336,1.0,,,,,,,,0.05329206585884094,-0.009145852851549879,-0.004129126747449239,-0.001032281686862313,-0.00028048455715179416,-2.774773174285889e-05,0.0
MDP-PPO,24,26304,2.017549991607666,2.017549991607666,0.0,2.017549991607666,Discharge,0.03888691991295813,0.03888691991295813,0.3125564688130429,1.419950008392334,0.0,3.4375,0.9991125312447547,0.10618684166356125,34.95871,0.332,1.0,,,,,,,,0.05043874979019165,-0.0068254478267092125,-0.003549875020980835,-0.0008874687552452576,-0.00026546710415890315,-2.357117013931275e-05,0.0
MDP-PPO,25,26305,1.928437352180481,1.928437352180481,0.0,1.928437352180481,Discharge,0.041062762206216796,0.041062762206216796,0.30748163367572584,0.8673959811528529,0.0,2.795833333333334,0.9994578775117795,0.101496702746341,34.95871,0.332,1.0,,,,,,,,0.048210933804512024,-0.004169418627039607,-0.002168489952882132,-0.0005421224882204978,-0.0002537417568658525,-1.4398773287137359e-05,0.0
MDP-PPO,26,26306,1.8888282775878906,1.8888282775878906,0.0,1.8888282775878906,Discharge,0.037179680043970986,0.037179680043970986,0.3025110329452314,1.232005055745443,0.0,3.1208333333333336,0.999229996840159,0.09941201460988887,34.95871,0.332,1.0,,,,,,,,0.047220706939697266,-0.0059220297760715825,-0.0030800126393636072,-0.0007700031598409929,-0.0002485300365247222,-2.0451283925374356e-05,0.0
MDP-PPO,27,26307,1.8324602842330933,1.8324602842330933,0.0,1.8324602842330933,Discharge,0.03387264960304162,0.03387264960304162,0.2976887690393548,1.4717063824335734,0.0,3.3041666666666667,0.999080183510979,0.09644527811753112,34.95871,0.332,1.0,,,,,,,,0.045811507105827334,-0.007074231536438604,-0.0036792659560839335,-0.0009198164890209526,-0.00024111319529382782,-2.4430325948397323e-05,0.0
MDP-PPO,28,26308,1.7159422636032104,1.7159422636032104,0.0,1.7159422636032104,Discharge,0.032092866033788414,0.032092866033788414,0.2931731315035569,1.3465577363967896,0.0,3.0625,0.999158401414752,0.09031275071595835,34.29457,0.33,1.0,,,,,,,,0.04289855659008027,-0.006349697550611422,-0.003366394340991974,-0.0008415985852480157,-0.00022578187678989588,-2.2218202650547032e-05,0.0
MDP-PPO,29,26309,1.6789439916610718,1.6789439916610718,0.0,1.6789439916610718,Discharge,0.026167879856393083,0.02616787985639308,0.2887548578412909,1.9835560083389283,0.0,3.6625,0.9987602774947882,0.08836547324531947,34.29457,0.33,1.0,,,,,,,,0.041973599791526796,-0.009353465051823743,-0.004958890020847321,-0.00123972250521176,-0.00022091368311329872,-3.2728674137592316e-05,0.0
MDP-PPO,30,26310,1.6218937635421753,1.6218937635421753,0.0,1.6218937635421753,Discharge,0.03281264058375894,0.03281264058375894,0.28448671635828515,0.9572729031244913,0.0,2.5791666666666666,0.9994017044355472,0.0853628296601144,34.29457,0.33,1.0,,,,,,,,0.040547344088554385,-0.004514023605479587,-0.0023931822578112283,-0.0005982955644527888,-0.00021340707415028602,-1.579500290155411e-05,0.0
MDP-PPO,31,26311,1.575015902519226,1.575015902519226,0.0,1.575015902519226,Discharge,0.02996904212302334,0.02996904212302334,0.2803419376674451,1.1708174308141075,0.0,2.7458333333333336,0.9992682391057411,0.08289557381680128,34.29457,0.33,1.0,,,,,,,,0.039375397562980655,-0.005520993546512753,-0.002927043577035269,-0.0007317608942588594,-0.00020723893454200322,-1.9318487608432778e-05,0.0
MDP-PPO,32,26312,1.502219796180725,1.502219796180725,0.0,1.502219796180725,Discharge,0.02433531194072546,0.02433531194072546,0.2763887276774958,1.6519468704859417,0.0,3.154166666666667,0.9989675332059462,0.07906419979898545,34.48281,0.335,1.0,,,,,,,,0.03755549490451813,-0.007832518383945934,-0.004129867176214854,-0.0010324667940537768,-0.00019766049949746366,-2.7670110080639527e-05,0.0
MDP-PPO,33,26313,1.4420819282531738,1.4420819282531738,0.0,1.4420819282531738,Discharge,0.0225299351135334,0.0225299351135334,0.2725937752347243,1.6912514050801595,0.0,3.1333333333333333,0.9989429678718248,0.07589904885543011,34.48281,0.335,1.0,,,,,,,,0.036052048206329346,-0.008018876368746675,-0.004228128512700399,-0.001057032128175206,-0.00018974762213857531,-2.8328461035092675e-05,0.0
MDP-PPO,34,26314,1.4488840103149414,1.4488840103149414,0.0,1.4488840103149414,Discharge,0.021635936241681857,0.021635936241681857,0.2687809225760007,1.8261159896850585,0.0,3.275,0.9988586775064467,0.07625705317447051,34.48281,0.335,1.0,,,,,,,,0.036222100257873535,-0.008658321472662378,-0.0045652899742126465,-0.001141322493553254,-0.0001906426329361763,-3.058744282722473e-05,0.0
MDP-PPO,35,26315,1.3911267518997192,1.3911267518997192,0.0,1.3911267518997192,Discharge,0.022207776193020688,0.022207776193020685,0.26512006270258043,1.5713732481002807,0.0,2.9625,0.9990178917199373,0.0732171974684062,34.48281,0.335,1.0,,,,,,,,0.03477816879749298,-0.007450487708582166,-0.003928433120250702,-0.0009821082800627323,-0.00018304299367101552,-2.6320501905679702e-05,0.0
MDP-PPO,36,26316,1.3379186391830444,1.3379186391830444,0.0,1.3379186391830444,Discharge,0.022756160615328487,0.022756160615328487,0.2615992241784145,1.3412480274836223,0.0,2.6791666666666667,0.9991617199828228,0.07041677048331806,34.1686,0.342,1.0,,,,,,,,0.03344796597957611,-0.0063014280108830735,-0.0033531200687090556,-0.0008382800171772287,-0.00017604192620829516,-2.2935341269969945e-05,0.0
MDP-PPO,37,26317,1.345246434211731,1.345246434211731,0.0,1.345246434211731,Discharge,0.022113811509366154,0.022113811509366154,0.2580591019831205,1.4464202324549356,0.0,2.7916666666666665,0.9990959873547156,0.0708024439058805,34.1686,0.342,1.0,,,,,,,,0.033631160855293274,-0.00679554622376571,-0.0036160505811373388,-0.0009040126452843911,-0.0001770061097647013,-2.4733785974979404e-05,0.0
MDP-PPO,38,26318,1.2837086915969849,1.2837086915969849,0.0,1.2837086915969849,Discharge,0.016540196760132325,0.016540196760132322,0.25468092121576,1.9621246417363487,0.0,3.2458333333333336,0.9987736720989148,0.06756361534720966,34.1686,0.342,1.0,,,,,,,,0.032092717289924626,-0.009218419654624482,-0.0049053116043408715,-0.0012263279010852335,-0.00016890903836802416,-3.355233137369156e-05,0.0
MDP-PPO,39,26319,1.223963737487793,1.223963737487793,0.0,1.223963737487793,Discharge,0.017036105048659152,0.017036105048659152,0.2514599640118448,1.7093695958455402,0.0,2.933333333333333,0.9989316440025965,0.06441914407830482,34.1686,0.342,1.0,,,,,,,,0.030599093437194826,-0.008030930321233589,-0.00427342398961385,-0.001068355997403514,-0.00016104786019576205,-2.923022008895874e-05,0.0
MDP-PPO,40,26320,1.2543748617172241,1.2543748617172241,0.0,1.2543748617172241,Discharge,0.020556927753840486,0.020556927753840486,0.24815897753364155,1.345625138282776,0.0,2.6,0.9991589842885733,0.06601972956406435,34.64014,0.343,1.0,,,,,,,,0.03135937154293061,-0.006409238436924774,-0.00336406284570694,-0.0008410157114266958,-0.00016504932391016088,-2.307747112154961e-05,0.0
MDP-PPO,41,26321,1.2186665534973145,1.2186665534973145,0.0,1.2186665534973145,Discharge,0.016422199821091128,0.016422199821091124,0.244951960287596,1.7563334465026852,0.0,2.9749999999999996,0.9989022915959359,0.06414034492091121,34.64014,0.343,1.0,,,,,,,,0.030466663837432864,-0.008365450015111136,-0.004390833616256713,-0.0010977084040640905,-0.00016035086230227805,-3.0121118607521054e-05,0.0
MDP-PPO,42,26322,1.1876007318496704,1.1876007318496704,0.0,1.1876007318496704,Discharge,0.015338184899579815,0.015338184899579816,0.24182669520378108,1.7957326014836625,0.0,2.983333333333333,0.9988776671240727,0.06250530167629838,34.64014,0.343,1.0,,,,,,,,0.029690018296241762,-0.008553108948719265,-0.004489331503709156,-0.0011223328759273343,-0.00015626325419074594,-3.079681411544482e-05,0.0
MDP-PPO,43,26323,1.1338608264923096,1.1338608264923096,0.0,1.1338608264923096,Discharge,0.01868235706578709,0.018682357065787095,0.23884285092353816,1.2036391735076908,0.0,2.3375000000000004,0.9992477255165576,0.05967688560485833,34.64014,0.343,1.0,,,,,,,,0.02834652066230774,-0.005732956553471222,-0.003009097933769227,-0.0007522744834423944,-0.00014919221401214585,-2.06424118256569e-05,0.0
MDP-PPO,44,26324,1.2045856714248657,1.2045856714248657,0.0,1.2045856714248657,Discharge,0.015688839438993105,0.015688839438993105,0.23567288863031483,1.6537476619084681,0.0,2.858333333333334,0.9989664077113072,0.06339924586446655,39.89277,0.34,1.0,,,,,,,,0.030114641785621645,-0.009071229078250939,-0.00413436915477117,-0.0010335922886928195,-0.00015849811466116638,-2.8113710252443962e-05,0.0
MDP-PPO,45,26325,1.165452480316162,1.165452480316162,0.0,1.165452480316162,Discharge,0.008626542795802057,0.008626542795802055,0.2326059084189565,2.359547519683838,0.0,3.525,0.9985252828001976,0.06133960422716636,39.89277,0.34,1.0,,,,,,,,0.029136312007904053,-0.01294272189468745,-0.005898868799209595,-0.0014747171998024111,-0.00015334901056791593,-4.011230783462525e-05,0.0
MDP-PPO,46,26326,1.1094611883163452,1.1094611883163452,0.0,1.1094611883163452,Discharge,0.01217905838956973,0.01217905838956973,0.22968627371286085,1.7863721450169883,0.0,2.8958333333333335,0.9988835174093644,0.05839269412191284,39.89277,0.34,1.0,,,,,,,,0.02773652970790863,-0.009798708303390788,-0.004465930362542471,-0.0011164825906355702,-0.00014598173530478212,-3.0368326465288808e-05,0.0
MDP-PPO,47,26327,1.0850657224655151,1.0850657224655151,0.0,1.0850657224655151,Discharge,0.004567951745368647,0.004567951745368648,0.2268308376011095,2.5982676108678184,0.0,3.6833333333333336,0.9983760827432075,0.05710872223502705,39.89277,0.34,1.0,,,,,,,,0.02712664306163788,-0.014252162677334916,-0.006495669027169546,-0.001623917256792451,-0.00014277180558756763,-4.417054938475292e-05,0.0
MDP-PPO,48,26328,1.1245431900024414,1.1245431900024414,0.0,1.1245431900024414,Discharge,0.005535532438285488,0.005535532438285487,0.22387151341689254,2.2629568099975583,0.0,3.3874999999999997,0.9985856519937515,0.05918648368433896,49.23634,0.337,1.0,,,,,,,,0.028113579750061037,-0.015320210249073837,-0.005657392024993896,-0.0014143480062485114,-0.00014796620921084743,-3.8130822248458864e-05,0.0
MDP-PPO,49,26329,1.0912941694259644,1.0912941694259644,0.0,1.0912941694259644,Discharge,0.009911089405982912,0.00991108940598291,0.22099968665524528,2.498778897240703,0.3015936,3.891666666666667,0.9984382631892246,0.05743653523294543,49.23634,0.337,1.0,,,,,,,,0.034822194235649105,-0.016916725013288142,-0.006246947243101757,-0.001561736810775427,-0.0001435913380823636,-4.210442441850585e-05,0.0
MDP-PPO,50,26330,0.8704121112823486,0.8704121112823486,0.0,0.8704121112823486,Discharge,0.023761710335702534,0.023761710335702534,0.21870912846766014,2.013368955384318,0.8828856,3.766666666666667,0.9987416444028848,0.04581116375170251,49.23634,0.337,1.0,,,,,,,,0.04383244278205872,-0.013630501284502732,-0.005033422388460796,-0.0012583555971151794,-0.00011452790937925629,-3.392526689822577e-05,0.0
MDP-PPO,51,26331,0.49890729784965515,0.49890729784965515,0.0,0.49890729784965515,Discharge,-0.008216279238146627,0.041783720761853375,0.2173962145259505,1.1912327021503448,1.6473600000000002,3.3375,0.9992554795611561,0.026258278834192347,49.23634,0.337,1.0,,,,,,,,0.05365668244624138,-0.008064641522051552,-0.002978081755375862,-0.0007445204388438764,-6.564569708548088e-05,-2.007227103123331e-05,0.0
MDP-PPO,52,26332,-0.04968788102269173,-0.04968788102269173,0.0,-0.04968788102269173,Idle,-0.004062611879641978,0.045937388120358025,0.2175142232433794,1.580088681022692,2.4820992,4.0125,0.9990124445743608,0.0024843940511345883,45.58484,0.317,1.0,,,,,,,,0.06081028297443271,-0.009903862335156687,-0.00395022170255673,-0.0009875554256392194,-6.210985127836471e-06,-2.5044405594209666e-05,0.0
MDP-PPO,53,26333,-0.5461382269859314,-0.5461382269859314,0.0,-0.5461382269859314,Charge,0.06051206530436505,0.060512065304365044,0.218811301532471,1.0578360936525977,3.3674688,3.8791666666666664,0.999338852441467,0.027306911349296595,45.58484,0.317,1.0,,,,,,,,0.07053326432535172,-0.0066304272478645695,-0.002644590234131494,-0.0006611475585329707,-6.826727837324149e-05,-1.6766702084393676e-05,0.0
MDP-PPO,54,26334,-1.0294049978256226,-1.0294049978256226,0.0,-1.0294049978256226,Charge,0.06920778872799659,0.06920778872799659,0.22125613840230685,1.23021566449229,4.265855999999999,4.466666666666667,0.9992311152096923,0.051470249891281177,45.58484,0.317,1.0,,,,,,,,0.08091127505435942,-0.007710887831814025,-0.003075539161230725,-0.0007688847903076779,-0.00012867562472820295,-1.9498918282202796e-05,0.0
MDP-PPO,55,26335,-1.507561206817627,-1.507561206817627,0.0,-1.507561206817627,Charge,0.08584393095130853,0.08584393095130853,0.22483659626849872,0.6117905401509596,5.179104000000001,4.283333333333333,0.9996176309124057,0.07537806034088142,45.58484,0.317,1.0,,,,,,,,0.09178856982955935,-0.003834651409365572,-0.001529476350377399,-0.0003823690875942587,-0.00018844515085220356,-9.696880061392708e-06,0.0
MDP-PPO,56,26336,-2.218522787094116,-2.218522787094116,0.0,-2.218522787094116,Charge,0.09416239503744965,0.09416239503744965,0.23010558788784724,0.206192653760783,6.0664967999999995,4.054166666666666,0.9998711295913995,0.11092613935470591,39.24153,0.265,1.0,,,,,,,,0.09619935032264709,-0.0011125558411458397,-0.0005154816344019575,-0.00012887040860054544,-0.0002773153483867648,-2.732052662330375e-06,0.0
MDP-PPO,57,26337,-2.5914206504821777,-2.5914206504821777,0.0,-2.5914206504821777,Charge,0.09630716634060997,0.09630716634060997,0.2362602119327424,-0.6786569495178232,6.932577600000001,3.6625,1.0004241605934485,0.129571032524109,39.24153,0.265,1.0,,,,,,,,0.0915625,0.005492754515368755,-0.0,-0.0004241605934485193,-0.0003239275813102726,-0.0,0.0
MDP-PPO,58,26338,-2.9102985858917236,-2.9102985858917236,0.0,-2.9102985858917236,Charge,0.1051574031200959,0.1051574031200959,0.24317217107423525,-0.8926779474416082,7.757143199999999,3.954166666666667,1.000557923717151,0.14551492929458631,39.24153,0.265,1.0,,,,,,,,0.09885416666666669,0.0072249474938165855,-0.0,-0.0005579237171509099,-0.0003637873232364658,-0.0,0.0
MDP-PPO,59,26339,-3.216054677963257,-3.216054677963257,0.0,-3.216054677963257,Charge,0.10443987245181664,0.10443987245181664,0.250810300934398,-1.6385626553700754,8.558784,3.704166666666667,1.0010241016596064,0.160802733898163,39.24153,0.265,1.0,,,,,,,,0.09260416666666668,0.013261814279501797,-0.0,-0.0010241016596064245,-0.0004020068347454075,-0.0,0.0
MDP-PPO,60,26340,-3.6349024772644043,-3.6349024772644043,0.0,-3.6349024772644043,Charge,0.09258055803337817,0.09258055803337817,0.25944319431790097,-2.663677789402261,9.319413599999999,3.0208333333333335,1.0016647986183764,0.18174512386322036,34.90983,0.237,1.0,,,,,,,,0.07552083333333334,0.019178886128079303,-0.0,-0.0016647986183764285,-0.00045436280965805093,-0.0,0.0
MDP-PPO,61,26341,-3.841766595840454,-3.841766595840454,0.0,-3.841766595840454,Charge,0.09813773318564775,0.09813773318564775,0.26856738998302204,-3.037514470826212,10.0251144,3.1458333333333335,1.0018984465442664,0.19208832979202287,34.90983,0.237,1.0,,,,,,,,0.07864583333333335,0.021870567221060875,-0.0,-0.0018984465442664078,-0.0004802208244800572,-0.0,0.0
MDP-PPO,62,26342,-4.0242438316345215,-4.0242438316345215,0.0,-4.0242438316345215,Charge,0.10125120397530188,0.10125120397530188,0.27812496908315404,-3.4986617683654786,10.6729056,3.15,1.0021866636052286,0.20121219158172626,34.90983,0.237,1.0,,,,,,,,0.07875,0.02519089805948476,-0.0,-0.002186663605228567,-0.0005030304789543157,-0.0,0.0
MDP-PPO,63,26343,-4.1940741539001465,-4.1940741539001465,0.0,-4.1940741539001465,Charge,0.09574285497538254,0.09574285497538254,0.2880858951986669,-4.311755179433188,11.222496000000001,2.716666666666667,1.0026948469871457,0.2097037076950075,34.90983,0.237,1.0,,,,,,,,0.06791666666666667,0.031045294565099118,-0.0,-0.002694846987145727,-0.0005242592692375189,-0.0,0.0
MDP-PPO,64,26344,-4.34938383102417,-4.34938383102417,0.0,-4.34938383102417,Charge,0.0864433268031412,0.0864433268031412,0.2984156817973493,-3.5226332356424988,10.455350400000002,2.5833333333333335,1.0022016457722764,0.2174691915512087,33.86628,0.223,1.0,,,,,,,,0.06458333333333334,0.024605312220962315,-0.0,-0.0022016457722764393,-0.0005436729788780218,-0.0,0.0
MDP-PPO,65,26345,-4.0407185554504395,-4.0407185554504395,0.0,-4.0407185554504395,Charge,0.09570259831219548,0.09570259831219548,0.3080123883665441,-3.6130203778828958,10.582905600000002,2.9291666666666667,1.0022581377361768,0.20203592777252216,33.86628,0.223,1.0,,,,,,,,0.07322916666666666,0.025236659201136893,-0.0,-0.0022581377361767796,-0.0005050898194313055,-0.0,0.0
MDP-PPO,66,26346,-3.9851977825164795,-3.9851977825164795,0.0,-3.9851977825164795,Charge,0.09324394937820055,0.09324394937820056,0.31747723310002074,-6.566581150816856,12.630945600000002,2.0791666666666666,1.0041041132192605,0.19925988912582415,33.86628,0.223,1.0,,,,,,,,0.05197916666666667,0.04586704565360897,-0.0,-0.004104113219260519,-0.0004981497228145605,-0.0,0.0
