Agent,Step,Dataset Index,Proposed Action kW,Safe Action kW,Correction kW,Action kW,Action Label,Reward,Estimated Reward Sum,SOC,P_grid,P_pv,P_load,Voltage PCC,Battery Heat Loss Power,Price,CO2 Intensity,Success,Shield Reason,Fallback Used,Blocked,Forecast Warning,SOC Low Margin,SOC High Margin,Voltage Margin,Local energy effect,Economic effect,Grid import penalty,Voltage stability effect,Battery health effect,CO2 effect,SOC safety effect
POMDP-LSTM-PPO + Formal Shield,10,26290,2.08154034614563,2.08154034614563,0.0,2.08154034614563,Discharge,0.012807960716616702,0.012807960716616704,0.43680527022010407,4.122626320521037,0.0,6.204166666666667,0.9974233585496743,0.10955475506029619,45.87583,0.331,1.0,accepted,False,False,False,0.28680527022010405,0.4131947297798959,0.04742335854967439,0.05203850865364075,-0.026005224332140434,-0.010306565801302592,-0.0025766414503256563,-0.0002738868876507405,-6.822946560462316e-05,0.0
POMDP-LSTM-PPO + Formal Shield,11,26291,1.9809037446975708,1.9809037446975708,0.0,1.9809037446975708,Discharge,0.011952930197372726,0.011952930197372728,0.43159236562879466,3.9482629219690963,0.0,5.929166666666667,0.9975323356737694,0.10425809182618782,45.87583,0.331,1.0,accepted,False,False,False,0.28159236562879464,0.4184076343712053,0.047532335673769466,0.04952259361743927,-0.024905352807989164,-0.009870657304922741,-0.0024676643262305786,-0.00026064522956546955,-6.534375135858855e-05,0.0
POMDP-LSTM-PPO + Formal Shield,12,26292,1.8622312545776367,1.8622312545776367,0.0,1.8622312545776367,Discharge,0.010288692174297825,0.010288692174297825,0.42669175706411666,3.8377687454223635,0.0,5.7,0.997601394534111,0.09801217129355971,45.41417,0.335,1.0,accepted,False,False,False,0.27669175706411664,0.4233082429358833,0.04760139453411105,0.04655578136444092,-0.02396474880597847,-0.00959442186355591,-0.002398605465888992,-0.00024503042823389927,-6.428262648582461e-05,0.0
POMDP-LSTM-PPO + Formal Shield,13,26293,1.776888132095337,1.776888132095337,0.0,1.776888132095337,Discharge,0.0044712181606092125,0.004471218160609213,0.4220157356638658,4.231445201237996,0.0,6.008333333333333,0.9973553467492262,0.09352042800501763,45.41417,0.335,1.0,accepted,False,False,False,0.27201573566386583,0.4279842643361342,0.04735534674922626,0.044422203302383424,-0.026423041110772153,-0.01057861300309499,-0.0026446532507737874,-0.0002338010700125441,-7.087670712073645e-05,0.0
POMDP-LSTM-PPO + Formal Shield,14,26294,1.7502985000610352,1.7502985000610352,0.0,1.7502985000610352,Discharge,0.015606021682470196,0.015606021682470198,0.41740968697949465,2.9747014999389654,0.0,4.7250000000000005,0.9981408115625382,0.0921209736874228,45.41417,0.335,1.0,accepted,False,False,False,0.26740968697949463,0.4325903130205053,0.048140811562538244,0.04375746250152588,-0.018575369947403934,-0.007436753749847413,-0.0018591884374618006,-0.00023030243421855702,-4.9826250123977676e-05,0.0
POMDP-LSTM-PPO + Formal Shield,15,26295,1.6107450723648071,1.6107450723648071,0.0,1.6107450723648071,Discharge,0.007657830175351869,0.007657830175351869,0.413170884157482,3.4517549276351938,0.0,5.062500000000001,0.997842653170228,0.0847760564402529,45.41417,0.335,1.0,accepted,False,False,False,0.263170884157482,0.436829115842518,0.04784265317022807,0.04026862680912018,-0.02155430544876983,-0.008629387319087984,-0.0021573468297719778,-0.00021194014110063227,-5.781689503788951e-05,0.0
POMDP-LSTM-PPO + Formal Shield,16,26296,1.5479575395584106,1.5479575395584106,0.0,1.5479575395584106,Discharge,0.007778940536461311,0.007778940536461313,0.40909731168495983,3.48954246044159,0.0,5.0375000000000005,0.9978190359622241,0.08147144945044257,41.16903,0.333,1.0,accepted,False,False,False,0.25909731168495986,0.44090268831504015,0.04781903596222414,0.03869893848896027,-0.019753398258026623,-0.008723856151103975,-0.002180964037775901,-0.00020367862362610648,-5.810088196635247e-05,0.0
POMDP-LSTM-PPO + Formal Shield,17,26297,1.5232493877410889,1.5232493877410889,0.0,1.5232493877410889,Discharge,0.015272592396988808,0.015272592396988806,0.40508876066458854,2.568417278925578,0.0,4.091666666666667,0.9983947392006715,0.08017102040742564,41.16903,0.333,1.0,accepted,False,False,False,0.2550887606645885,0.44491123933541143,0.0483947392006715,0.03808123469352723,-0.014539146601183255,-0.006421043197313945,-0.001605260799328545,-0.00020042755101856415,-4.2764147694110874e-05,0.0
POMDP-LSTM-PPO + Formal Shield,18,26298,1.4072911739349365,1.4072911739349365,0.0,1.4072911739349365,Discharge,0.007443785502009992,0.007443785502009993,0.40138536283844395,3.130208826065064,0.0,4.5375000000000005,0.9980436194837093,0.07406795652289132,41.16903,0.333,1.0,accepted,False,False,False,0.2513853628384439,0.44861463716155603,0.04804361948370939,0.03518227934837342,-0.017719303396648897,-0.00782552206516266,-0.0019563805162906567,-0.00018516989130722833,-5.2117976953983324e-05,0.0
POMDP-LSTM-PPO + Formal Shield,19,26299,1.4298572540283203,1.4298572540283203,0.0,1.4298572540283203,Discharge,0.010000758714473635,0.010000758714473635,0.397622580591001,2.9034760793050127,0.0,4.333333333333333,0.9981853274504344,0.07525564494885888,41.16903,0.333,1.0,accepted,False,False,False,0.24762258059100098,0.452377419408999,0.04818532745043447,0.035746431350708006,-0.016435827899313686,-0.007258690198262532,-0.0018146725495655769,-0.00018813911237214721,-4.8342876720428466e-05,0.0
POMDP-LSTM-PPO + Formal Shield,20,26300,1.3883460760116577,1.3883460760116577,0.0,1.3883460760116577,Discharge,0.013630908070985534,0.013630908070985534,0.3939690382857071,2.4074872573216752,0.0,3.795833333333333,0.998495320464174,0.07307084610587664,40.27201,0.336,1.0,accepted,False,False,False,0.24396903828570712,0.45603096171429286,0.04849532046417404,0.034708651900291446,-0.013331223248988024,-0.006018718143304188,-0.0015046795358260034,-0.0001826771152646916,-4.044578592300415e-05,0.0
POMDP-LSTM-PPO + Formal Shield,21,26301,1.3279355764389038,1.3279355764389038,0.0,1.3279355764389038,Discharge,0.008964355689091742,0.00896435568909174,0.39047447097928895,2.7720644235610967,0.0,4.1000000000000005,0.9982674597352744,0.06989134612836329,40.27201,0.336,1.0,accepted,False,False,False,0.24047447097928895,0.45952552902071103,0.048267459735274465,0.0331983894109726,-0.015350033350615801,-0.006930161058902742,-0.0017325402647255794,-0.00017472836532090823,-4.6570682315826435e-05,0.0
POMDP-LSTM-PPO + Formal Shield,22,26302,1.3470733165740967,1.3470733165740967,0.0,1.3470733165740967,Discharge,0.012897245223952702,0.012897245223952702,0.3869295411988308,2.3737600167592365,0.0,3.720833333333333,0.9985163999895255,0.07089859560916291,40.27201,0.336,1.0,accepted,False,False,False,0.23692954119883078,0.4630704588011692,0.048516399989525505,0.03367683291435242,-0.013144461980722623,-0.005934400041898091,-0.0014836000104745395,-0.00017724648902290728,-3.987916828155518e-05,0.0
POMDP-LSTM-PPO + Formal Shield,23,26303,1.2658582925796509,1.2658582925796509,0.0,1.2658582925796509,Discharge,0.009630224177598519,0.009630224177598517,0.38359833516572645,2.5174750407536823,0.0,3.783333333333333,0.998426578099529,0.06662412066208681,40.27201,0.336,1.0,accepted,False,False,False,0.23359833516572645,0.46640166483427353,0.048426578099528994,0.031646457314491276,-0.013940269752197624,-0.006293687601884206,-0.0015734219004710503,-0.00016656030165521703,-4.229358068466187e-05,0.0
POMDP-LSTM-PPO + Formal Shield,24,26304,1.176701307296753,1.176701307296753,0.0,1.176701307296753,Discharge,0.01129292008338471,0.01129292008338471,0.3805017527781034,2.260798692703247,0.0,3.4375,0.9985870008170604,0.061931647752460614,34.95871,0.332,1.0,accepted,False,False,False,0.2305017527781034,0.4694982472218966,0.048587000817060466,0.029417532682418826,-0.010867258306656394,-0.005651996731758118,-0.0014129991829395783,-0.00015482911938115155,-3.752925829887391e-05,0.0
POMDP-LSTM-PPO + Formal Shield,25,26305,1.1292915344238281,1.1292915344238281,0.0,1.1292915344238281,Discharge,0.014837318829263601,0.014837318829263603,0.3775299329506723,1.6665417989095057,0.0,2.795833333333334,0.9989584113756815,0.05943639654862247,34.95871,0.332,1.0,accepted,False,False,False,0.22752993295067228,0.4724700670493277,0.048958411375681576,0.028232288360595704,-0.008010770824506415,-0.004166354497273764,-0.001041588624318468,-0.0001485909913715562,-2.7664593861897796e-05,0.0
POMDP-LSTM-PPO + Formal Shield,26,26306,1.0302026271820068,1.0302026271820068,0.0,1.0302026271820068,Discharge,0.0090022962969964,0.009002296296996398,0.37481887340545644,2.0906307061513267,0.0,3.1208333333333336,0.9986933558086554,0.05422119090431609,34.95871,0.332,1.0,accepted,False,False,False,0.22481887340545645,0.47518112659454353,0.048693355808655414,0.025755065679550174,-0.010049290978847925,-0.005226576765378317,-0.0013066441913446303,-0.00013555297726079024,-3.470446972211203e-05,0.0
POMDP-LSTM-PPO + Formal Shield,27,26307,1.0472369194030762,1.0472369194030762,0.0,1.0472369194030762,Discharge,0.008104097187391055,0.008104097187391057,0.37206298677544836,2.2569297472635905,0.0,3.3041666666666667,0.9985894189079603,0.05511773260016184,34.95871,0.332,1.0,accepted,False,False,False,0.22206298677544836,0.4779370132245516,0.04858941890796031,0.026180922985076904,-0.01084866097218216,-0.005642324368158976,-0.001410581092039731,-0.0001377943315004046,-3.74650338045756e-05,0.0
POMDP-LSTM-PPO + Formal Shield,28,26308,1.0273188352584839,1.0273188352584839,0.0,1.0273188352584839,Discharge,0.009557372070396473,0.009557372070396473,0.3693595161563471,2.035181164741516,0.0,3.0625,0.9987280117720365,0.05406941238202541,34.29457,0.33,1.0,accepted,False,False,False,0.2193595161563471,0.4806404838436529,0.04872801177203656,0.025682970881462097,-0.009596903651075052,-0.00508795291185379,-0.001271988227963483,-0.00013517353095506354,-3.358048921823502e-05,0.0
POMDP-LSTM-PPO + Formal Shield,29,26309,0.9860692620277405,0.9860692620277405,0.0,0.9860692620277405,Discharge,0.0034932602539618192,0.0034932602539618205,0.36676459704574776,2.6764307379722596,0.0,3.6625,0.9983272307887674,0.05189838221198628,34.29457,0.33,1.0,accepted,False,False,False,0.21676459704574777,0.4832354029542522,0.04832723078876744,0.024651731550693515,-0.012620718177861931,-0.0066910768449306495,-0.0016727692112326054,-0.0001297459555299657,-4.416110717654229e-05,0.0
POMDP-LSTM-PPO + Formal Shield,30,26310,1.0069825649261475,1.0069825649261475,0.0,1.0069825649261475,Discharge,0.01268941062374581,0.012689410623745808,0.36411464292752105,1.5721841017405191,0.0,2.5791666666666666,0.9990173849364122,0.05299908236453402,34.29457,0.33,1.0,accepted,False,False,False,0.21411464292752105,0.48588535707247893,0.04901738493641228,0.02517456412315369,-0.0074136394378787615,-0.003930460254351298,-0.0009826150635877662,-0.00013249770591133506,-2.594103767871857e-05,0.0
POMDP-LSTM-PPO + Formal Shield,31,26311,0.894756019115448,0.894756019115448,0.0,0.894756019115448,Discharge,0.007707248717543574,0.007707248717543572,0.36176002182458566,1.8510773142178856,0.0,2.7458333333333336,0.9988430766786138,0.047092422058707735,34.29457,0.33,1.0,accepted,False,False,False,0.21176002182458567,0.4882399781754143,0.04884307667861387,0.0223689004778862,-0.008728761322580377,-0.004627693285544714,-0.0011569233213861718,-0.00011773105514676935,-3.0542775684595115e-05,0.0
POMDP-LSTM-PPO + Formal Shield,32,26312,0.9276273250579834,0.9276273250579834,0.0,0.9276273250579834,Discharge,0.005516513625264343,0.005516513625264342,0.3593188972849594,2.2265393416086834,0.0,3.154166666666667,0.9986084129114946,0.04882249079252539,34.48281,0.335,1.0,accepted,False,False,False,0.20931889728495942,0.49068110271504056,0.04860841291149465,0.023190683126449587,-0.010556883297704881,-0.005566348354021708,-0.0013915870885053971,-0.00012205622698131349,-3.729453397194545e-05,0.0
POMDP-LSTM-PPO + Formal Shield,33,26313,0.9674767851829529,0.9674767851829529,0.0,0.9674767851829529,Discharge,0.006985877514819753,0.0069858775148197525,0.35677290574500425,2.1658565481503804,0.0,3.1333333333333333,0.9986463396574059,0.05091983079910273,34.48281,0.335,1.0,accepted,False,False,False,0.20677290574500426,0.4932270942549957,0.048646339657405946,0.024186919629573825,-0.010269162727604747,-0.005414641370375951,-0.0013536603425940985,-0.00012729957699775683,-3.6278097181518875e-05,0.0
POMDP-LSTM-PPO + Formal Shield,34,26314,0.9703601002693176,0.9703601002693176,0.0,0.9703601002693176,Discharge,0.005963532921327877,0.005963532921327877,0.3542193265337692,2.3046398997306823,0.0,3.275,0.9985596000626683,0.05107158422470087,34.48281,0.335,1.0,accepted,False,False,False,0.2042193265337692,0.4957806734662308,0.04855960006266835,0.024259002506732942,-0.010927188219864424,-0.005761599749326706,-0.0014403999373316934,-0.00012767896056175218,-3.8602718320488934e-05,0.0
POMDP-LSTM-PPO + Formal Shield,35,26315,0.911372184753418,0.911372184753418,0.0,0.911372184753418,Discharge,0.006495066935960038,0.006495066935960038,0.35182097867915496,2.051127815246582,0.0,2.9625,0.9987180451154708,0.0479669570922851,34.48281,0.335,1.0,accepted,False,False,False,0.20182097867915497,0.498179021320845,0.04871804511547084,0.02278430461883545,-0.009725189476593663,-0.005127819538116455,-0.0012819548845292017,-0.00011991739273071276,-3.435639090538025e-05,0.0
POMDP-LSTM-PPO + Formal Shield,36,26316,0.967735230922699,0.967735230922699,0.0,0.967735230922699,Discharge,0.010647941254438065,0.010647941254438065,0.34927430701883205,1.7114314357439677,0.0,2.6791666666666667,0.9989303553526601,0.05093343320645778,34.1686,0.342,1.0,accepted,False,False,False,0.19927430701883206,0.5007256929811679,0.048930355352660104,0.024193380773067475,-0.008040617221362184,-0.004278578589359919,-0.0010696446473399401,-0.00012733358301614446,-2.9265477551221852e-05,0.0
POMDP-LSTM-PPO + Formal Shield,37,26317,1.0410057306289673,1.0410057306289673,0.0,1.0410057306289673,Discharge,0.012162492527233464,0.012162492527233464,0.346534818254019,1.7506609360376992,0.0,2.7916666666666665,0.9989058369149764,0.054789775296261375,34.1686,0.342,1.0,accepted,False,False,False,0.196534818254019,0.503465181745981,0.04890583691497641,0.026025143265724183,-0.008224924573125937,-0.004376652340094248,-0.0010941630850236361,-0.00013697443824065345,-2.9936302006244658e-05,0.0
POMDP-LSTM-PPO + Formal Shield,38,26318,1.1784623861312866,1.1784623861312866,0.0,1.1784623861312866,Discharge,0.013097726554645061,0.013097726554645061,0.34343360144841034,2.067370947202047,0.0,3.2458333333333336,0.9987078931579987,0.06202433611217291,34.1686,0.342,1.0,accepted,False,False,False,0.19343360144841035,0.5065663985515896,0.04870789315799873,0.029461559653282166,-0.009712886005153083,-0.0051684273680051174,-0.001292106842001317,-0.0001550608402804323,-3.535204319715501e-05,0.0
POMDP-LSTM-PPO + Formal Shield,39,26319,1.3928213119506836,1.3928213119506836,0.0,1.3928213119506836,Discharge,0.022559217394382228,0.022559217394382228,0.33976828220643485,1.5405120213826495,0.0,2.933333333333333,0.9990371799866358,0.07330638483950958,34.1686,0.342,1.0,accepted,False,False,False,0.18976828220643485,0.5102317177935651,0.049037179986635815,0.03482053279876709,-0.00723760661989959,-0.003851280053456624,-0.0009628200133642295,-0.00018326596209877397,-2.6342755565643308e-05,0.0
POMDP-LSTM-PPO + Formal Shield,40,26320,1.6378145217895508,1.6378145217895508,0.0,1.6378145217895508,Discharge,0.03312362207883124,0.03312362207883124,0.33545824399119917,0.9621854782104493,0.0,2.6,0.9993986340761185,0.0862007643047131,34.64014,0.343,1.0,accepted,False,False,False,0.18545824399119917,0.5145417560088008,0.04939863407611855,0.040945363044738774,-0.004582907954786827,-0.0024054636955261233,-0.0006013659238814917,-0.00021550191076178277,-1.6501480951309208e-05,0.0
POMDP-LSTM-PPO + Formal Shield,41,26321,1.7349989414215088,1.7349989414215088,0.0,1.7349989414215088,Discharge,0.033344265962898065,0.033344265962898065,0.33089245730324784,1.2400010585784909,0.0,2.9749999999999996,0.9992249993383885,0.09131573375902667,34.64014,0.343,1.0,accepted,False,False,False,0.18089245730324785,0.5191075426967522,0.04922499933838853,0.04337497353553772,-0.00590614891202973,-0.0031000026464462274,-0.0007750006616115135,-0.0002282893343975667,-2.1266018154621123e-05,0.0
POMDP-LSTM-PPO + Formal Shield,42,26322,1.8618319034576416,1.8618319034576416,0.0,1.8618319034576416,Discharge,0.03743516108712275,0.03743516108712274,0.32599289966256983,1.1215014298756913,0.0,2.983333333333333,0.9992990616063276,0.09799115281355998,34.64014,0.343,1.0,accepted,False,False,False,0.17599289966256984,0.5240071003374301,0.04929906160632769,0.04654579758644104,-0.005341732899400444,-0.0028037535746892285,-0.0007009383936723568,-0.0002449778820339,-1.9233749522368108e-05,0.0
POMDP-LSTM-PPO + Formal Shield,43,26323,1.9794244766235352,1.9794244766235352,0.0,1.9794244766235352,Discharge,0.046394513709985666,0.04639451370998567,0.3207838878819816,0.3580755233764652,0.0,2.3375000000000004,0.9997762027978897,0.1041802356117649,34.64014,0.343,1.0,accepted,False,False,False,0.1707838878819816,0.5292161121180183,0.049776202797889746,0.04948561191558838,-0.001705520610795929,-0.000895188808441163,-0.00022379720211029852,-0.0002604505890294123,-6.140995225906378e-06,0.0
POMDP-LSTM-PPO + Formal Shield,44,26324,2.0521435737609863,2.0521435737609863,0.0,2.0521435737609863,Discharge,0.044078365113104936,0.044078365113104936,0.3153835100562948,0.8061897595723475,0.0,2.858333333333334,0.9994961314002673,0.108007556513736,39.89277,0.34,1.0,accepted,False,False,False,0.16538351005629479,0.5346164899437051,0.04949613140026732,0.05130358934402466,-0.004422157115059057,-0.002015474398930869,-0.0005038685997327264,-0.00027001889128434,-1.370522591272991e-05,0.0
POMDP-LSTM-PPO + Formal Shield,45,26325,2.0548410415649414,2.0548410415649414,0.0,2.0548410415649414,Discharge,0.038417214706522186,0.038417214706522186,0.30997603363112386,1.4701589584350585,0.0,3.525,0.999081150650978,0.10814952850341784,39.89277,0.34,1.0,accepted,False,False,False,0.15997603363112387,0.5400239663688762,0.04908115065097807,0.05137102603912354,-0.008064198063939786,-0.003675397396087646,-0.0009188493490219773,-0.00027037382125854464,-2.4992702293395998e-05,0.0
POMDP-LSTM-PPO + Formal Shield,46,26326,2.028789520263672,2.028789520263672,0.0,2.028789520263672,Discharge,0.04297258318689578,0.042972583186895785,0.3046371138409563,0.8670438130696616,0.0,2.8958333333333335,0.9994580976168315,0.10677839580335104,39.89277,0.34,1.0,accepted,False,False,False,0.15463711384095633,0.5453628861590436,0.04945809761683151,0.0507197380065918,-0.004755957169522763,-0.002167609532674154,-0.0005419023831685355,-0.0002669459895083776,-1.4739744822184247e-05,0.0
POMDP-LSTM-PPO + Formal Shield,47,26327,1.795105218887329,1.795105218887329,0.0,1.795105218887329,Discharge,0.028351205323372004,0.028351205323372,0.29991315273862124,1.8882281144460045,0.0,3.6833333333333336,0.9988198574284712,0.09447922204670142,39.89277,0.34,1.0,ghi_forecast_inconsistency,False,False,True,0.14991315273862124,0.5500868472613787,0.04881985742847128,0.04487763047218323,-0.010357414358105119,-0.004720570286115011,-0.001180142571528764,-0.00023619805511675357,-3.209987794558208e-05,0.0
POMDP-LSTM-PPO + Formal Shield,48,26328,1.6794278621673584,1.6794278621673584,0.0,1.6794278621673584,Discharge,0.024834569935756688,0.024834569935756688,0.29549360573291766,1.7080721378326413,0.0,3.3874999999999997,0.9989324549138545,0.08839094011407139,49.23634,0.337,1.0,ghi_forecast_inconsistency,False,False,True,0.14549360573291767,0.5545063942670823,0.04893245491385456,0.041985696554183966,-0.011563642821892534,-0.004270180344581604,-0.0010675450861454827,-0.0002209773502851785,-2.878101552248001e-05,0.0
POMDP-LSTM-PPO + Formal Shield,49,26329,1.4484180212020874,1.4484180212020874,0.0,1.4484180212020874,Discharge,0.02233195260946377,0.02233195260946377,0.2916819793613332,2.1416550454645797,0.3015936,3.891666666666667,0.9986614655965846,0.07623252743168872,49.23634,0.337,1.0,ghi_forecast_inconsistency,False,False,True,0.14168197936133323,0.5583180206386668,0.048661465596584685,0.04375029053005219,-0.014498997697416308,-0.005354137613661449,-0.001338534403415359,-0.0001905813185792218,-3.6086887516078174e-05,0.0
POMDP-LSTM-PPO + Formal Shield,50,26330,1.2094056606292725,1.2094056606292725,0.0,1.2094056606292725,Discharge,0.035551996765353165,0.035551996765353165,0.28849933288599305,1.6743754060373948,0.8828856,3.766666666666667,0.9989535153712267,0.06365292950680375,49.23634,0.337,1.0,ghi_forecast_inconsistency,False,False,True,0.13849933288599306,0.5615006671140069,0.04895351537122672,0.05230728151573181,-0.011335516057153093,-0.004185938515093487,-0.0010464846287733254,-0.00015913232376700938,-2.8213225591730103e-05,0.0
POMDP-LSTM-PPO + Formal Shield,51,26331,0.8262481093406677,0.8262481093406677,0.0,0.8262481093406677,Discharge,0.053168721848241465,0.053168721848241465,0.28632499575614917,0.8638918906593323,1.6473600000000002,3.3375,0.9994600675683379,0.0434867425968772,49.23634,0.337,1.0,ghi_forecast_inconsistency,False,False,True,0.13632499575614918,0.5636750042438508,0.049460067568337984,0.061840202733516696,-0.005848545292115035,-0.0021597297266483305,-0.0005399324316620602,-0.00010871685649219301,-1.4556578357609752e-05,0.0
POMDP-LSTM-PPO + Formal Shield,52,26332,0.25523656606674194,0.25523656606674194,0.0,0.25523656606674194,Discharge,0.00640208914191033,0.05640208914191033,0.2856533205822893,1.2751642339332583,2.4820992,4.0125,0.9992030223537917,0.013433503477196929,45.58484,0.317,1.0,accepted,False,False,False,0.13565332058228932,0.5643466794177107,0.0492030223537917,0.06843339415166855,-0.007992621666915896,-0.003187910584833146,-0.0007969776462083411,-3.358375869299233e-05,-2.0211353107842147e-05,0.0
POMDP-LSTM-PPO + Formal Shield,53,26333,-0.2245228886604309,-0.2245228886604309,0.0,-0.2245228886604309,Idle,0.021618653979301142,0.07161865397930114,0.28618656244285784,0.7362207553270972,3.3674688,3.8791666666666664,0.9995398620279206,0.011226144433021555,45.58484,0.317,1.0,accepted,False,False,False,0.13618656244285784,0.5638134375571422,0.0495398620279206,0.07857364778348924,-0.0046145694837364205,-0.001840551888317743,-0.00046013797207944407,-2.8065361082553888e-05,-1.1669098971934492e-05,0.0
POMDP-LSTM-PPO + Formal Shield,54,26334,-0.776621401309967,-0.776621401309967,0.0,-0.776621401309967,Charge,0.07793735817231479,0.07793735817231479,0.288031038270969,0.9774320679766344,4.265855999999999,4.466666666666667,0.9993891049575145,0.03883107006549839,45.58484,0.317,1.0,accepted,False,False,False,0.138031038270969,0.561968961729031,0.049389104957514585,0.08723086496725081,-0.006126461609067801,-0.002443580169941586,-0.0006108950424854598,-9.707767516374598e-05,-1.5492298277429655e-05,0.0
