episode_reward,episode_length,wall_time,soc_before,soc_after,original_action_kw,protected_action_kw,soc_action_protection_applied,soc_fibonacci_penalty,soc_deficit_percent_below_15,soc_fibonacci_level,reward_before_soc_penalty,reward_after_soc_penalty,episode_soc_penalty_count,episode_soc_penalty_total,episode_action_protection_count,episode_action_block_count,episode_action_clip_count,episode_min_soc,source_file,episode,timesteps,moving_average_reward_5,moving_average_reward_10
-601.298027,219,311.754078,0.1502095671217205,0.1462434094343827,1.5071399211883545,1.5071399211883545,0,100.0,0.3756590565617224,1,-500.0,-600.0,1,100.0,1,0,1,0.1462434094343827,mdp_train.monitor.csv,138,130269,-602.3041156,-601.8374418999999
-604.589481,290,312.347978,0.1512002906188072,0.1479832855165493,1.2224619388580322,1.2224619388580322,0,100.0,0.2016714483450699,1,-500.0,-600.0,1,100.0,0,0,0,0.1479832855165493,mdp_train.monitor.csv,139,130559,-602.9792062,-602.1203203
-604.82674,296,312.811649,0.1531737863712601,0.1479106284765233,2.53490686416626,2.0,1,100.0,0.2089371523476685,1,-500.0,-600.0,1,100.0,4,0,4,0.1479106284765233,mdp_train.monitor.csv,140,130855,-603.7814304000001,-602.4931162
-603.988136,280,314.587166,0.1511141235429892,0.1474888498384604,1.3776040077209473,1.3776040077209473,0,100.0,0.2511150161539521,1,-500.0,-600.0,1,100.0,1,0,1,0.1474888498384604,mdp_train.monitor.csv,141,131135,-604.0948112,-602.7840355000001
-610.933304,381,315.120843,0.1523290417560525,0.1489387540305035,1.2883093357086182,1.2883093357086182,0,100.0,0.1061245969496443,1,-500.0,-600.0,1,100.0,4,0,4,0.1489387540305035,mdp_train.monitor.csv,142,131516,-605.1271376000001,-603.6421707000001
-607.727472,330,315.572634,0.1505795979486578,0.1461439761976756,1.68553626537323,1.68553626537323,0,100.0,0.385602380232436,1,-500.0,-600.0,1,100.0,0,0,0,0.1461439761976756,mdp_train.monitor.csv,143,131846,-606.4130266,-604.3585711
-607.526938,323,316.035341,0.1535736380168973,0.1484449133791128,1.9489153623580933,1.9489153623580933,0,100.0,0.1555086620887158,1,-500.0,-600.0,1,100.0,5,0,5,0.1484449133791128,mdp_train.monitor.csv,144,132169,-607.000518,-604.9898621
-602.97666,275,316.414638,0.151597846830607,0.1494426481247832,0.8189755082130432,0.8189755082130432,0,100.0,0.0557351875216771,1,-500.0,-600.0,1,100.0,3,0,3,0.1494426481247832,mdp_train.monitor.csv,145,132444,-606.630502,-605.2059661999999
-608.296052,358,316.931638,0.1509554525035809,0.1494731006734498,0.5632936954498291,0.5632936954498291,0,100.0,0.0526899326550173,1,-500.0,-600.0,1,100.0,4,0,4,0.1494731006734498,mdp_train.monitor.csv,146,132802,-607.4920852,-605.7934482000001
-604.401322,283,317.309178,0.1523383203932133,0.1487315068745887,1.3705891370773315,1.3705891370773315,0,100.0,0.1268493125411246,1,-500.0,-600.0,1,100.0,3,0,3,0.1487315068745887,mdp_train.monitor.csv,147,133085,-606.1856888,-605.6564132000001
-606.147004,312,319.126785,0.1512012404789167,0.1498638907503826,0.5081928968429565,0.5081928968429565,0,100.0,0.0136109249617349,1,-500.0,-600.0,1,100.0,2,0,2,0.1498638907503826,mdp_train.monitor.csv,148,133397,-605.8695952,-606.1413109000001
-608.080478,361,319.623169,0.1506096673354652,0.1476731165174737,1.115889310836792,1.115889310836792,0,100.0,0.2326883482526298,1,-500.0,-600.0,1,100.0,4,0,4,0.1476731165174737,mdp_train.monitor.csv,149,133758,-605.9803032,-606.4904106000001
-609.676408,373,320.119317,0.150086332732027,0.148790201027044,0.4925300478935241,0.4925300478935241,0,100.0,0.120979897295595,1,-500.0,-600.0,1,100.0,1,0,1,0.148790201027044,mdp_train.monitor.csv,150,134131,-607.3202528,-606.9753774
-620.557764,573,320.867486,0.1502483756769153,0.1479870973299501,0.8592857718467712,0.8592857718467712,0,100.0,0.2012902670049859,1,-500.0,-600.0,1,100.0,8,0,8,0.1479870973299501,mdp_train.monitor.csv,151,134704,-609.7725952000001,-608.6323402
-612.129469,405,321.446381,0.15378911899089,0.1485259610961532,3.250648498535156,2.0,1,100.0,0.1474038903846786,1,-500.0,-600.0,1,100.0,4,0,4,0.1485259610961532,mdp_train.monitor.csv,152,135109,-611.3182246,-608.7519567
-649.579528,1273,325.263478,0.150355462866407,0.1493629286744221,0.3771629929542541,0.3771629929542541,0,100.0,0.0637071325577859,1,-500.0,-600.0,1,100.0,13,0,13,0.1493629286744221,mdp_train.monitor.csv,153,136382,-620.0047294,-612.9371623000001
-612.662183,411,325.98767,0.1535497839755785,0.1484353095535252,1.943500280380249,1.943500280380249,0,100.0,0.1564690446474725,1,-500.0,-600.0,1,100.0,1,0,1,0.1484353095535252,mdp_train.monitor.csv,154,136793,-620.9210704000001,-613.4506868000001
-206.03094,16382,371.048425,0.8491033996763838,0.8579061481776846,-3.706420421600342,-3.706420421600342,0,0.0,0.0,0,-500.0,-500.0,0,0.0,1,0,1,0.1775018797468293,mdp_train.monitor.csv,155,153175,-540.1919768,-573.7561148000001
