controller,episodes,total_steps,accepted_action_count,corrected_action_count,clipped_action_count,blocked_action_count,final_blocked_action_count,fallback_activation_count,forecast_warning_count,dynamic_reserve_activation_count,accepted_action_rate_pct,corrected_action_rate_pct,clipped_action_rate_pct,blocked_action_rate_pct,final_blocked_action_rate_pct,fallback_rate_pct,forecast_warning_rate_pct,dynamic_reserve_rate_pct,mean_episode_avg_abs_correction_kw,max_abs_correction_kw,min_soc_low_margin,min_soc_guard_low_margin,min_voltage_margin,min_predicted_soc,min_actual_soc
FORMAL_POMDP_LSTM_PPO,19,499301,459320,16628,16628,13327,0,0,24947,384256,91.99260566271647,3.330255697465056,3.330255697465056,2.6691314457611743,0.0,0.0,4.996384946154724,76.95878838616386,0.042087146135938815,5.531890869140625,0.02,-0.0499999999999999,0.0384847130133598,0.17,0.17
