Agent,Step,Dataset Index,Proposed Action kW,Safe Action kW,Correction kW,Action kW,Action Label,Reward,Estimated Reward Sum,SOC,P_grid,P_pv,P_load,Voltage PCC,Battery Heat Loss Power,Price,CO2 Intensity,Success,Near Low SOC Zone,Near High SOC Zone,Dangerous Discharge Near Low SOC,Dangerous Charge Near High SOC,Shield Reason,Fallback Used,Blocked,Final Blocked,Clipped,Forecast Warning,Dynamic Reserve Active,SOC Low Margin,SOC High Margin,Voltage Margin,Local energy effect,Economic effect,Grid import penalty,Voltage stability effect,Battery health effect,CO2 effect,SOC safety effect
POMDP-LSTM-PPO,17,26297,1.389064908027649,1.389064908027649,0.0,1.389064908027649,Discharge,0.010754491916312165,0.010754491916312163,0.4296005804287759,2.702601758639018,0.0,4.091666666666667,0.9983108739008506,0.07310867936987618,41.16903,0.333,1.0,False,False,False,False,,,,,,,,,,,0.034726622700691226,-0.015298730270926092,-0.006756504396597545,-0.0016891260991493962,-0.00018277169842469045,-4.499831928133965e-05,0.0
POMDP-LSTM-PPO,18,26298,1.3617053031921387,1.3617053031921387,0.0,1.3617053031921387,Discharge,0.005908872187482548,0.005908872187482548,0.42601714542037555,3.175794696807862,0.0,4.5375000000000005,0.9980151283144951,0.07166870016800722,41.16903,0.333,1.0,False,False,False,False,,,,,,,,,,,0.034042632579803465,-0.01797735323267452,-0.007939486742019655,-0.0019848716855048743,-0.00017917175042001809,-5.287698170185091e-05,0.0
POMDP-LSTM-PPO,19,26299,1.3761663436889648,1.3761663436889648,0.0,1.3761663436889648,Discharge,0.008192942129945674,0.008192942129945674,0.4223956550422467,2.957166989644368,0.0,4.333333333333333,0.9981517706314723,0.07242980756257701,41.16903,0.333,1.0,False,False,False,False,,,,,,,,,,,0.03440415859222412,-0.016739758270355818,-0.00739291747411092,-0.0018482293685276874,-0.00018107451890644256,-4.923683037757873e-05,0.0
POMDP-LSTM-PPO,20,26300,1.3756816387176514,1.3756816387176514,0.0,1.3756816387176514,Discharge,0.01320604631038776,0.013206046310387758,0.41877544020351604,2.4201516946156816,0.0,3.795833333333333,0.9984874051908652,0.07240429677461314,40.27201,0.336,1.0,False,False,False,False,,,,,,,,,,,0.03439204096794129,-0.013401351321473458,-0.006050379236539204,-0.001512594809134793,-0.00018101074193653288,-4.065854846954345e-05,0.0
POMDP-LSTM-PPO,21,26301,1.3727377653121948,1.3727377653121948,0.0,1.3727377653121948,Discharge,0.010467362605344243,0.010467362605344243,0.4151629724000629,2.7272622346878057,0.0,4.1000000000000005,0.9982954611033201,0.07224935606906281,40.27201,0.336,1.0,False,False,False,False,,,,,,,,,,,0.034318444132804875,-0.01510194564834583,-0.006818155586719514,-0.0017045388966798747,-0.00018062339017265705,-4.5818005542755146e-05,0.0
POMDP-LSTM-PPO,22,26302,1.3699538707733154,1.3699538707733154,0.0,1.3699538707733154,Discharge,0.013664833417163052,0.013664833417163052,0.41155783063486995,2.350879462560018,0.0,3.720833333333333,0.9985307003359,0.07210283530385862,40.27201,0.336,1.0,False,False,False,False,,,,,,,,,,,0.03424884676933289,-0.013017763168439105,-0.005877198656400045,-0.0014692996641000322,-0.00018025708825964657,-3.9494774971008303e-05,0.0
POMDP-LSTM-PPO,23,26303,1.3576762676239014,1.3576762676239014,0.0,1.3576762676239014,Discharge,0.012710498936452732,0.012710498936452734,0.40798499835164914,2.425657065709432,0.0,3.783333333333333,0.9984839643339316,0.07145664566441579,40.27201,0.336,1.0,False,False,False,False,,,,,,,,,,,0.03394190669059754,-0.013431836770937873,-0.0060641426642735795,-0.0015160356660683938,-0.0001786416141610395,-4.075103870391846e-05,0.0
POMDP-LSTM-PPO,24,26304,1.3361672163009644,1.3361672163009644,0.0,1.3361672163009644,Discharge,0.016526087891087442,0.016526087891087442,0.40446876883506766,2.1013327836990356,0.0,3.4375,0.9986866670101882,0.07032459033162962,34.95871,0.332,1.0,False,False,False,False,,,,,,,,,,,0.03340418040752411,-0.010100733967338758,-0.005253331959247589,-0.001313332989811844,-0.00017581147582907406,-3.4882124209403995e-05,0.0
POMDP-LSTM-PPO,25,26305,1.3103272914886475,1.3103272914886475,0.0,1.3103272914886475,Discharge,0.02077834096892143,0.02077834096892143,0.40102053912062385,1.4855060418446864,0.0,2.795833333333334,0.999071558723847,0.06896459428887611,34.95871,0.332,1.0,False,False,False,False,,,,,,,,,,,0.032758182287216185,-0.007140564051513236,-0.003713765104611716,-0.0009284412761529914,-0.00017241148572219028,-2.4659400294621793e-05,0.0
POMDP-LSTM-PPO,26,26306,1.2933632135391235,1.2933632135391235,0.0,1.2933632135391235,Discharge,0.017638396121591796,0.017638396121591796,0.3976169517165735,1.82747011979421,0.0,3.1208333333333336,0.9988578311751286,0.06807174808100643,34.95871,0.332,1.0,False,False,False,False,,,,,,,,,,,0.03233408033847809,-0.008784324718338272,-0.004568675299485525,-0.0011421688248713924,-0.0001701793702025161,-3.0336003988583893e-05,0.0
POMDP-LSTM-PPO,27,26307,1.2855340242385864,1.2855340242385864,0.0,1.2855340242385864,Discharge,0.0159242560256102,0.015924256025610203,0.39423396744226147,2.0186326424280803,0.0,3.3041666666666667,0.9987383545984825,0.06765968548624132,34.95871,0.332,1.0,False,False,False,False,,,,,,,,,,,0.03213835060596466,-0.009703209057186832,-0.005046581606070201,-0.0012616454015175194,-0.00016914921371560332,-3.3509301864306135e-05,0.0
POMDP-LSTM-PPO,28,26308,1.2563750743865967,1.2563750743865967,0.0,1.2563750743865967,Discharge,0.017053334713661113,0.017053334713661116,0.39092771724650727,1.8061249256134033,0.0,3.0625,0.9988711719214917,0.06612500391508397,34.29457,0.33,1.0,False,False,False,False,,,,,,,,,,,0.03140937685966492,-0.008516788182401628,-0.004515312314033508,-0.001128828078508337,-0.00016531250978770994,-2.9801061272621154e-05,0.0
POMDP-LSTM-PPO,29,26309,1.245301365852356,1.245301365852356,0.0,1.245301365852356,Discharge,0.01197674087689024,0.01197674087689024,0.38765060838900106,2.417198634147644,0.0,3.6625,0.9984892508536578,0.06554217715012392,34.29457,0.33,1.0,False,False,False,False,,,,,,,,,,,0.0311325341463089,-0.011398308317368608,-0.00604299658536911,-0.001510749146342194,-0.00016385544287530983,-3.9883777463436137e-05,0.0
POMDP-LSTM-PPO,30,26310,1.23935866355896,1.23935866355896,0.0,1.23935866355896,Discharge,0.020294017078341702,0.0202940170783417,0.38438913822174064,1.3398080031077066,0.0,2.5791666666666666,0.9991626199980577,0.06522940334520835,34.29457,0.33,1.0,False,False,False,False,,,,,,,,,,,0.030983966588974,-0.006317869160506401,-0.0033495200077692665,-0.0008373800019423339,-0.0001630735083630209,-2.2106832051277163e-05,0.0
POMDP-LSTM-PPO,31,26311,1.216347575187683,1.216347575187683,0.0,1.216347575187683,Discharge,0.018231468882349892,0.018231468882349892,0.3811882235501941,1.5294857581456505,0.0,2.7458333333333336,0.9990440714011589,0.06401829343093061,34.29457,0.33,1.0,False,False,False,False,,,,,,,,,,,0.03040868937969208,-0.0072122952545502494,-0.003823714395364126,-0.0009559285988410826,-0.00016004573357732656,-2.5236515009403237e-05,0.0
POMDP-LSTM-PPO,32,26312,1.1983885765075684,1.1983885765075684,0.0,1.1983885765075684,Discharge,0.014384366301292773,0.014384366301292771,0.37803456940149,1.9557780901590984,0.0,3.154166666666667,0.9987776386936505,0.06307308297408247,34.48281,0.335,1.0,False,False,False,False,,,,,,,,,,,0.02995971441268921,-0.009273099589203871,-0.0048894452253977466,-0.001222361306349451,-0.0001576827074352062,-3.27592830101649e-05,0.0
POMDP-LSTM-PPO,33,26313,1.187989354133606,1.187989354133606,0.0,1.187989354133606,Discharge,0.01420800758032165,0.014208007580321652,0.3749082816274542,1.9453439791997273,0.0,3.1333333333333333,0.9987841600130001,0.06252575548071604,34.48281,0.335,1.0,False,False,False,False,,,,,,,,,,,0.02969973385334015,-0.009223627437665872,-0.004863359947999318,-0.0012158399869999226,-0.0001563143887017901,-3.258451165159543e-05,0.0
POMDP-LSTM-PPO,34,26314,1.1787688732147217,1.1787688732147217,0.0,1.1787688732147217,Discharge,0.0127892448168715,0.0127892448168715,0.3718062582768892,2.0962311267852782,0.0,3.275,0.9986898555457592,0.06204046701130107,34.48281,0.335,1.0,False,False,False,False,,,,,,,,,,,0.029469221830368042,-0.009939041703390616,-0.005240577816963196,-0.0013101444542408247,-0.0001551011675282527,-3.511187137365341e-05,0.0
POMDP-LSTM-PPO,35,26315,1.0922520160675049,1.0922520160675049,0.0,1.0922520160675049,Discharge,0.012419163118743647,0.012419163118743647,0.3689319108661852,1.870247983932495,0.0,2.9625,0.9988310950100421,0.05748694821407914,34.48281,0.335,1.0,False,False,False,False,,,,,,,,,,,0.027306300401687623,-0.00886756830888875,-0.004675619959831238,-0.0011689049899579196,-0.00014371737053519787,-3.1326653730869295e-05,0.0
POMDP-LSTM-PPO,36,26316,1.0331920385360718,1.0331920385360718,0.0,1.0331920385360718,Discharge,0.012788948570165562,0.012788948570165564,0.36621298444898503,1.645974628130595,0.0,2.6791666666666667,0.9989712658574185,0.05437852834400372,34.1686,0.342,1.0,False,False,False,False,,,,,,,,,,,0.025829800963401796,-0.00773308919332717,-0.004114936570326487,-0.0010287341425815333,-0.0001359463208600093,-2.814616614103318e-05,0.0
POMDP-LSTM-PPO,37,26317,1.0041972398757935,1.0041972398757935,0.0,1.0041972398757935,Discharge,0.01095853451496813,0.01095853451496813,0.3635703601335224,1.787469426790873,0.0,2.7916666666666665,0.9988828316082556,0.052852486309252225,34.1686,0.342,1.0,False,False,False,False,,,,,,,,,,,0.02510493099689484,-0.008397857580233911,-0.0044686735669771825,-0.0011171683917443609,-0.00013213121577313058,-3.056572719812393e-05,0.0
POMDP-LSTM-PPO,38,26318,0.9816547632217407,0.9816547632217407,0.0,0.9816547632217407,Discharge,0.006660404359998612,0.006660404359998611,0.3609870581250441,2.264178570111593,0.0,3.2458333333333336,0.9985848883936802,0.05166604016956525,34.1686,0.342,1.0,False,False,False,False,,,,,,,,,,,0.02454136908054352,-0.01063752413497331,-0.005660446425278983,-0.0014151116063197966,-0.00012916510042391312,-3.8717453548908244e-05,0.0
POMDP-LSTM-PPO,39,26319,0.9642167687416077,0.9642167687416077,0.0,0.9642167687416077,Discharge,0.00854011844924551,0.008540118449245508,0.3584496455757241,1.9691165645917255,0.0,2.933333333333333,0.9987693021471301,0.050748250986400345,34.1686,0.342,1.0,False,False,False,False,,,,,,,,,,,0.024105419218540192,-0.009251268984224962,-0.0049227914114793134,-0.0012306978528698886,-0.00012687062746600088,-3.3671893254518506e-05,0.0
POMDP-LSTM-PPO,40,26320,1.0003412961959839,1.0003412961959839,0.0,1.0003412961959839,Discharge,0.012231335754330677,0.012231335754330677,0.3558171684804715,1.5996587038040162,0.0,2.6,0.9990002133101226,0.05264954190505172,34.64014,0.343,1.0,False,False,False,False,,,,,,,,,,,0.0250085324048996,-0.007619205199648579,-0.00399914675951004,-0.0009997866898774355,-0.00013162385476262934,-2.743414677023888e-05,0.0
POMDP-LSTM-PPO,41,26321,0.9314514398574829,0.9314514398574829,0.0,0.9314514398574829,Discharge,0.007009129357935451,0.007009129357935451,0.35336598048084655,2.0435485601425167,0.0,2.9749999999999996,0.998722782149911,0.04902375999249905,34.64014,0.343,1.0,False,False,False,False,,,,,,,,,,,0.023286285996437076,-0.00973346113026859,-0.005108871400356292,-0.0012772178500890519,-0.00012255939998124764,-3.5046857806444166e-05,0.0
POMDP-LSTM-PPO,42,26322,0.8016709089279175,0.8016709089279175,0.0,0.8016709089279175,Discharge,0.0026898789975751273,0.0026898789975751264,0.3512563201941941,2.1816624244054155,0.0,2.983333333333333,0.9986364609847466,0.042193205733048245,34.64014,0.343,1.0,False,False,False,False,,,,,,,,,,,0.02004177272319794,-0.010391300124444666,-0.005454156061013539,-0.0013635390152534343,-0.00010548301433262063,-3.741551057855288e-05,0.0
POMDP-LSTM-PPO,43,26323,0.6014834046363831,0.6014834046363831,0.0,0.6014834046363831,Discharge,0.0012344375555097577,0.0012344375555097564,0.34967346912936154,1.7360165953636173,0.0,2.3375000000000004,0.9989149896278977,0.031657021296651704,34.64014,0.343,1.0,False,False,False,False,,,,,,,,,,,0.015037085115909577,-0.008268680462036371,-0.0043400414884090435,-0.0010850103721022908,-7.914255324162926e-05,-2.977268461048604e-05,0.0
POMDP-LSTM-PPO,44,26324,0.39326393604278564,0.39326393604278564,0.0,0.39326393604278564,Discharge,-0.011486931293730407,-0.011486931293730405,0.3486385640345121,2.465069397290548,0.0,2.858333333333334,0.9984593316266934,0.020698101896988695,39.89277,0.34,1.0,False,False,False,False,,,,,,,,,,,0.009831598401069641,-0.01352153639377069,-0.006162673493226371,-0.0015406683733065751,-5.174525474247174e-05,-4.190617975393933e-05,0.0
POMDP-LSTM-PPO,45,26325,0.06996960192918777,0.06996960192918777,0.0,0.06996960192918777,Idle,-0.028067397778399956,-0.02806739777839996,0.3484544335031195,3.455030398070812,0.0,3.525,0.9978406060012057,0.003682610627851984,39.89277,0.34,1.0,False,False,False,False,,,,,,,,,,,0.0017492400482296945,-0.01895172578932151,-0.00863757599517703,-0.002159393998794279,-9.20652656962996e-06,-5.873551676720381e-05,0.0
POMDP-LSTM-PPO,46,26326,-0.2728557884693146,-0.2728557884693146,0.0,-0.2728557884693146,Charge,-0.027371198815679128,-0.02737119881567913,0.34910246600073414,3.168689121802648,0.0,2.8958333333333335,0.9980195692988734,0.01364278942346574,39.89277,0.34,1.0,False,False,False,False,,,,,,,,,,,0.0,-0.017381070621416566,-0.00792172280450662,-0.0019804307011266342,-3.410697355866435e-05,-5.386771507064503e-05,0.0
POMDP-LSTM-PPO,47,26327,-0.6947492361068726,-0.6947492361068726,0.0,-0.6947492361068726,Charge,-0.037857682222951564,-0.03785768222295156,0.35075249543648795,4.378082569440206,0.0,3.6833333333333336,0.9972636983940998,0.03473746180534366,39.89277,0.34,1.0,False,False,False,False,,,,,,,,,,,0.0,-0.024014903135256987,-0.010945206423600515,-0.0027363016059002154,-8.684365451335916e-05,-7.442740368048351e-05,0.0
POMDP-LSTM-PPO,48,26328,-0.9780223965644836,-0.9780223965644836,0.0,-0.9780223965644836,Charge,-0.04339264177801048,-0.04339264177801048,0.3530752986283286,4.365522396564483,0.0,3.3874999999999997,0.9972715485021472,0.048901119828224225,49.23634,0.337,1.0,False,False,False,False,,,,,,,,,,,0.0,-0.029554572436793762,-0.010913805991411207,-0.002728451497852835,-0.00012225279957056058,-7.355905238211155e-05,0.0
POMDP-LSTM-PPO,49,26329,-1.2035325765609741,-1.2035325765609741,0.0,-1.2035325765609741,Charge,-0.04766392608767775,-0.04766392608767775,0.3559336884976609,4.793605643227641,0.3015936,3.891666666666667,0.9970039964729827,0.06017662882804876,49.23634,0.337,1.0,False,False,False,False,,,,,,,,,,,0.0,-0.03245269462543279,-0.011984014108069103,-0.0029960035270173435,-0.00015044157207012192,-8.077225508838576e-05,0.0
POMDP-LSTM-PPO,50,26330,-1.4265574216842651,-1.4265574216842651,0.0,-1.4265574216842651,Charge,-0.04290173421487158,-0.04290173421487158,0.359321762374161,4.310338488350932,0.8828856,3.766666666666667,0.9973060384447807,0.07132787108421332,49.23634,0.337,1.0,False,False,False,False,,,,,,,,,,,0.0,-0.029180977557535726,-0.01077584622087733,-0.002693961555219282,-0.00017831967771053333,-7.262920352871321e-05,0.0
POMDP-LSTM-PPO,51,26331,-1.6630253791809082,-1.6630253791809082,0.0,-1.6630253791809082,Charge,-0.033443939538244365,-0.03344393953824436,0.3632714476497157,3.3531653791809077,1.6473600000000002,3.3375,0.997904271638012,0.08315126895904548,49.23634,0.337,1.0,False,False,False,False,,,,,,,,,,,0.0,-0.022700918719267264,-0.00838291344795227,-0.002095728361988014,-0.00020787817239761375,-5.6500836639198294e-05,0.0
POMDP-LSTM-PPO,52,26332,-1.894471526145935,-1.894471526145935,0.0,-1.894471526145935,Charge,-0.017769937678563254,-0.017769937678563254,0.3677708175243123,3.4248723261459353,2.4820992,4.0125,0.9978594547961588,0.09472357630729683,45.58484,0.317,1.0,False,False,False,False,,,,,,,,,,,0.014690691846351623,-0.021466810338571167,-0.008562180815364839,-0.0021405452038412154,-0.00023680894076824212,-5.428422636941308e-05,0.0
POMDP-LSTM-PPO,53,26333,-2.0871431827545166,-2.0871431827545166,0.0,-2.0871431827545166,Charge,0.007295361527514893,0.007295361527514894,0.37272778258335426,2.598841049421183,3.3674688,3.8791666666666664,0.9983757243441117,0.10435715913772592,45.58484,0.317,1.0,False,False,False,False,,,,,,,,,,,0.03200814043113709,-0.0162893160957033,-0.006497102623552957,-0.0016242756558882965,-0.00026089289784431483,-4.119163063332575e-05,0.0
POMDP-LSTM-PPO,54,26334,-2.2511792182922363,-2.2511792182922363,0.0,-2.2511792182922363,Charge,0.027015324304457185,0.027015324304457182,0.37807433322679834,2.4519898849589037,4.265855999999999,4.466666666666667,0.9984675063219006,0.11255896091461191,45.58484,0.317,1.0,False,False,False,False,,,,,,,,,,,0.05036691954269408,-0.015368865405777131,-0.006129974712397259,-0.001532493678099378,-0.00028139740228652984,-3.886403967659863e-05,0.0
POMDP-LSTM-PPO,55,26335,-2.3791306018829346,-2.3791306018829346,0.0,-2.3791306018829346,Charge,0.05574535784514628,0.055745357845146275,0.3837247684062703,1.4833599352162672,5.179104000000001,4.283333333333333,0.9990729000404899,0.11895653009414683,45.58484,0.317,1.0,False,False,False,False,,,,,,,,,,,0.06999933495292665,-0.009297574730021036,-0.003708399838040668,-0.0009270999595101248,-0.0002973913252353671,-2.3511254973177838e-05,0.0
POMDP-LSTM-PPO,56,26336,-2.49220609664917,-2.49220609664917,0.0,-2.49220609664917,Charge,0.08495049936583725,0.08495049936583725,0.38964375788581207,0.4798759633158367,6.0664967999999995,4.054166666666666,0.9997000775229276,0.12461030483245861,39.24153,0.265,1.0,False,False,False,False,,,,,,,,,,,0.08935726758377074,-0.0025892717139763795,-0.0011996899082895919,-0.0002999224770724451,-0.00031152576208114656,-6.358356513934837e-06,0.0
POMDP-LSTM-PPO,57,26337,-2.5777575969696045,-2.5777575969696045,0.0,-2.5777575969696045,Charge,0.09641091763324153,0.09641091763324153,0.3957659321786149,-0.6923200030303964,6.932577600000001,3.6625,1.000432700001894,0.12888787984848035,39.24153,0.265,1.0,False,False,False,False,,,,,,,,,,,0.0915625,0.005603337334756712,-0.0,-0.00043270000189399305,-0.0003222196996212009,-0.0,0.0
POMDP-LSTM-PPO,58,26338,-2.6552176475524902,-2.6552176475524902,0.0,-2.6552176475524902,Charge,0.10709437694911882,0.10709437694911882,0.40207207409155205,-1.1477588857808416,7.757143199999999,3.954166666666667,1.000717349303613,0.13276088237762462,39.24153,0.265,1.0,False,False,False,False,,,,,,,,,,,0.09885416666666669,0.009289461792009191,-0.0,-0.0007173493036130019,-0.0003319022059440616,-0.0,0.0
POMDP-LSTM-PPO,59,26339,-2.7192187309265137,-2.7192187309265137,0.0,-2.7192187309265137,Charge,0.10821262878944712,0.10821262878944712,0.4085302185775025,-2.1353986024068186,8.558784,3.704166666666667,1.0013346241265042,0.1359609365463258,39.24153,0.265,1.0,False,False,False,False,,,,,,,,,,,0.09260416666666668,0.017282988590650458,-0.0,-0.0013346241265042025,-0.0003399023413658145,-0.0,0.0
POMDP-LSTM-PPO,60,26340,-2.7803564071655273,-2.7803564071655273,0.0,-2.7803564071655273,Charge,0.09830614696790713,0.09830614696790713,0.4151335650445206,-3.518223859501138,9.319413599999999,3.0208333333333335,1.0021988899121883,0.13901782035827648,34.90983,0.237,1.0,False,False,False,False,,,,,,,,,,,0.07552083333333334,0.02533174809765778,-0.0,-0.0021988899121883065,-0.00034754455089569124,-0.0,0.0
