Agent,Step,Dataset Index,Proposed Action kW,Safe Action kW,Correction kW,Action kW,Action Label,Reward,Estimated Reward Sum,SOC,P_grid,P_pv,P_load,Voltage PCC,Battery Heat Loss Power,Price,CO2 Intensity,Success,Near Low SOC Zone,Near High SOC Zone,Dangerous Discharge Near Low SOC,Dangerous Charge Near High SOC,Shield Reason,Fallback Used,Blocked,Final Blocked,Clipped,Forecast Warning,Dynamic Reserve Active,SOC Low Margin,SOC High Margin,Voltage Margin,Local energy effect,Economic effect,Grid import penalty,Voltage stability effect,Battery health effect,CO2 effect,SOC safety effect
POMDP-LSTM-PPO,153,26433,-2.5224246978759766,-2.5224246978759766,0.0,-2.5224246978759766,Charge,0.1004671968723892,0.1004671968723892,0.4531112475969681,-0.12486596879069145,6.630624000000001,3.983333333333333,1.0000780412304942,0.12612123489379895,49.59336,0.269,1.0,False,False,False,False,,,,,,,,,,,0.09958333333333333,0.0012772078567845147,-0.0,-7.804123049415246e-05,-0.0003153030872344974,-0.0,0.0
POMDP-LSTM-PPO,154,26434,-2.6064977645874023,-2.6064977645874023,0.0,-2.6064977645874023,Charge,0.10280471512520734,0.10280471512520734,0.4593016797878632,-1.1286211687459309,7.4267856,3.6916666666666664,1.0007053882304662,0.13032488822937024,49.59336,0.269,1.0,False,False,False,False,,,,,,,,,,,0.09229166666666666,0.011544248909580274,-0.0,-0.0007053882304661752,-0.00032581222057342566,-0.0,0.0
POMDP-LSTM-PPO,155,26435,-2.6807985305786133,-2.6807985305786133,0.0,-2.6807985305786133,Charge,0.11092839863065045,0.11092839863065045,0.4656685762979874,-1.7694001360880542,8.221032000000001,3.7708333333333335,1.001105875085055,0.1340399265289308,49.59336,0.269,1.0,False,False,False,False,,,,,,,,,,,0.09427083333333335,0.018098540198694422,-0.0,-0.001105875085054997,-0.000335099816322327,-0.0,0.0
POMDP-LSTM-PPO,156,26436,-2.742736339569092,-2.742736339569092,0.0,-2.742736339569092,Charge,0.10580870274527483,0.10580870274527483,0.472182575104464,-2.98883326043091,8.956569600000002,3.225,1.0018680207877693,0.1371368169784547,44.43946,0.24,1.0,False,False,False,False,,,,,,,,,,,0.080625,0.02739456557549023,-0.0,-0.0018680207877692645,-0.00034284204244613677,-0.0,0.0
POMDP-LSTM-PPO,157,26437,-2.806537628173828,-2.806537628173828,0.0,-2.806537628173828,Charge,0.11799979451185205,0.11799979451185205,0.47884810197137684,-3.1853330384928378,9.637704,3.6458333333333335,1.0019908331490581,0.14032688140869154,44.43946,0.24,1.0,False,False,False,False,,,,,,,,,,,0.09114583333333334,0.029195611531098564,-0.0,-0.0019908331490581244,-0.0003508172035217289,-0.0,0.0
POMDP-LSTM-PPO,158,26438,-2.864581823348999,-2.864581823348999,0.0,-2.864581823348999,Charge,0.10362160682277174,0.10362160682277174,0.4856514838018307,-4.978708043317667,10.3016232,2.4583333333333335,1.0031116925270736,0.14322909116745008,44.43946,0.24,1.0,False,False,False,False,,,,,,,,,,,0.06145833333333334,0.04563303874443059,-0.0,-0.0031116925270735507,-0.00035807272791862525,-0.0,0.0
POMDP-LSTM-PPO,159,26439,-2.9273808002471924,-2.9273808002471924,0.0,-2.9273808002471924,Charge,0.11667867361779606,0.11667867361779606,0.4926040132024178,-5.032655999752807,10.9225368,2.9625,1.0031454099998454,0.14636904001235976,44.43946,0.24,1.0,False,False,False,False,,,,,,,,,,,0.0740625,0.046127506217672316,-0.0,-0.003145409999845361,-0.0003659226000308994,-0.0,0.0
POMDP-LSTM-PPO,160,26440,-2.9810376167297363,-2.9810376167297363,0.0,-2.9810376167297363,Charge,0.10516798352640916,0.10516798352640916,0.49968397754215094,-6.070283716603596,11.455487999999999,2.404166666666667,1.0037939273228773,0.14905188083648696,39.32151,0.233,1.0,False,False,False,False,,,,,,,,,,,0.060104166666666674,0.049230373884711014,-0.0,-0.0037939273228773107,-0.00037262970209121744,-0.0,0.0
POMDP-LSTM-PPO,161,26441,-3.032811403274536,-3.032811403274536,0.0,-3.032811403274536,Charge,0.10835757687148495,0.10835757687148496,0.5068869046249279,-6.469442996725466,11.914754400000001,2.4125,1.0040434018729534,0.15164057016372695,39.32151,0.233,1.0,False,False,False,False,,,,,,,,,,,0.060312500000000005,0.05246758016984765,-0.0,-0.004043401872953378,-0.00037910142540931743,-0.0,0.0
POMDP-LSTM-PPO,162,26442,-3.085657835006714,-3.085657835006714,0.0,-3.085657835006714,Charge,0.10033385569930278,0.10033385569930278,0.5142153419830688,-7.471935498326618,12.34926,1.7916666666666667,1.0046699596864541,0.15428289175033583,39.32151,0.233,1.0,False,False,False,False,,,,,,,,,,,0.044791666666666674,0.06059785594846607,-0.0,-0.004669959686454117,-0.0003857072293758396,-0.0,0.0
POMDP-LSTM-PPO,163,26443,-3.1333141326904297,-3.1333141326904297,0.0,-3.1333141326904297,Charge,0.11244484844815374,0.11244484844815374,0.5216569630482086,-7.18417786730957,12.679992,2.3625000000000003,1.0044901111670683,0.15666570663452162,39.32151,0.233,1.0,False,False,False,False,,,,,,,,,,,0.05906250000000001,0.05826412388180835,-0.0,-0.0044901111670683225,-0.0003916642665863041,-0.0,0.0
POMDP-LSTM-PPO,164,26444,-3.180403709411621,-3.180403709411621,0.0,-3.180403709411621,Charge,0.11480186884565796,0.11480186884565798,0.5292104218580612,-7.091213623921712,12.950784,2.6791666666666667,1.004432008514951,0.1590201854705812,36.0,0.237,1.0,False,False,False,False,,,,,,,,,,,0.06697916666666667,0.05265226115761871,-0.0,-0.004432008514950958,-0.00039755046367645307,-0.0,0.0
POMDP-LSTM-PPO,165,26445,-3.214306116104126,-3.214306116104126,0.0,-3.214306116104126,Charge,0.12910075899931234,0.1291007589993123,0.5368443988838085,-6.529173617229208,13.147646400000001,3.404166666666667,1.0040807335107682,0.16071530580520643,36.0,0.237,1.0,False,False,False,False,,,,,,,,,,,0.08510416666666668,0.04847911410792687,-0.0,-0.0040807335107682086,-0.0004017882645130161,-0.0,0.0
POMDP-LSTM-PPO,166,26446,-3.244110345840454,-3.244110345840454,0.0,-3.244110345840454,Charge,0.11577666022838817,0.11577666022838817,0.5445491609551796,-7.465515787492878,13.3262928,2.6166666666666667,1.004665947367183,0.16220551729202284,36.0,0.237,1.0,False,False,False,False,,,,,,,,,,,0.06541666666666666,0.05543145472213463,-0.0,-0.004665947367183065,-0.00040551379323005714,-0.0,0.0
POMDP-LSTM-PPO,167,26447,-3.2850232124328613,-3.2850232124328613,0.0,-3.2850232124328613,Charge,0.12633577697390233,0.12633577697390233,0.5523510910847076,-6.920427187567139,13.3929504,3.1875,1.0043252669922296,0.16425116062164322,36.0,0.237,1.0,False,False,False,False,,,,,,,,,,,0.07968750000000001,0.051384171867686006,-0.0,-0.0043252669922295706,-0.00041062790155410806,-0.0,0.0
POMDP-LSTM-PPO,168,26448,-3.322575807571411,-3.322575807571411,0.0,-3.322575807571411,Charge,0.12402794949098095,0.12402794949098095,0.5602422086276897,-6.679982325761923,13.394224800000002,3.391666666666667,1.0041749889536014,0.1661287903785707,31.81035,0.243,1.0,False,False,False,False,,,,,,,,,,,0.08479166666666668,0.043826593753862046,-0.0,-0.004174988953601355,-0.0004153219759464268,-0.0,0.0
POMDP-LSTM-PPO,169,26449,-3.356069326400757,-3.356069326400757,0.0,-3.356069326400757,Charge,0.10366705385102531,0.1036670538510253,0.5682128732778915,-7.620160806932578,13.3303968,2.3541666666666665,1.0047626005043329,0.16780346632003798,31.81035,0.243,1.0,False,False,False,False,,,,,,,,,,,0.058854166666666666,0.049994996354491596,-0.0,-0.004762600504332859,-0.000419508665800095,-0.0,0.0
POMDP-LSTM-PPO,170,26450,-3.3881449699401855,-3.3881449699401855,0.0,-3.3881449699401855,Charge,0.11324065835942286,0.11324065835942286,0.5762597175814994,-6.899703296726482,13.196181600000001,2.908333333333333,1.004312314560454,0.16940724849700942,31.81035,0.243,1.0,False,False,False,False,,,,,,,,,,,0.07270833333333333,0.04526815770778605,-0.0,-0.004312314560454,-0.00042351812124252357,-0.0,0.0
POMDP-LSTM-PPO,171,26451,-3.4149913787841797,-3.4149913787841797,0.0,-3.4149913787841797,Charge,0.11779694937375364,0.11779694937375364,0.5843703221061118,-6.33415662121582,12.974148,3.225,1.00395884788826,0.17074956893920915,31.81035,0.243,1.0,False,False,False,False,,,,,,,,,,,0.080625,0.041557671184361614,-0.0,-0.003958847888259953,-0.0004268739223480229,-0.0,0.0
POMDP-LSTM-PPO,172,26452,-3.44588041305542,-3.44588041305542,0.0,-3.44588041305542,Charge,0.10899205743790631,0.10899205743790631,0.5925542880871184,-6.684939320277914,12.722486400000001,2.591666666666667,1.0041780870751738,0.17229402065277116,35.40058,0.247,1.0,False,False,False,False,,,,,,,,,,,0.06479166666666668,0.048809212898045316,-0.0,-0.004178087075173753,-0.00043073505163192797,-0.0,0.0
POMDP-LSTM-PPO,173,26453,-3.4498085975646973,-3.4498085975646973,0.0,-3.4498085975646973,Charge,0.11960221686381736,0.11960221686381736,0.6007475835063346,-5.637436469101971,12.3830784,3.295833333333333,1.0035233977931888,0.172490429878235,35.40058,0.247,1.0,False,False,False,False,,,,,,,,,,,0.08239583333333333,0.041161007398368386,-0.0,-0.003523397793188776,-0.0004312260746955876,-0.0,0.0
POMDP-LSTM-PPO,174,26454,-3.43624210357666,-3.43624210357666,0.0,-3.43624210357666,Charge,0.129326678421849,0.129326678421849,0.6089086585023292,-4.597365096423339,11.996107199999999,3.9625,1.0028733531852645,0.17181210517883316,35.40058,0.247,1.0,False,False,False,False,,,,,,,,,,,0.0990625,0.03356706187006057,-0.0,-0.0028733531852644933,-0.00042953026294708296,-0.0,0.0
POMDP-LSTM-PPO,175,26455,-3.4085068702697754,-3.4085068702697754,0.0,-3.4085068702697754,Charge,0.09963217129270094,0.09963217129270094,0.61700386231922,-5.625547529730225,11.5340544,2.5,1.0035159672060814,0.17042534351348892,35.40058,0.247,1.0,False,False,False,False,,,,,,,,,,,0.0625,0.04107420185756605,-0.0,-0.003515967206081383,-0.0004260633587837223,-0.0,0.0
POMDP-LSTM-PPO,176,26456,-3.373990058898926,-3.373990058898926,0.0,-3.373990058898926,Charge,0.10171259260133099,0.10171259260133099,0.625017088709105,-4.780257141101075,11.0417472,2.8874999999999997,1.0029876607131882,0.16869950294494643,33.40457,0.248,1.0,False,False,False,False,,,,,,,,,,,0.0721875,0.03293450207188159,-0.0,-0.002987660713188234,-0.0004217487573623661,-0.0,0.0
POMDP-LSTM-PPO,177,26457,-3.287539482116699,-3.287539482116699,0.0,-3.287539482116699,Charge,0.11258441091635185,0.11258441091635185,0.6328249949791321,-3.5708621178832995,10.483401599999999,3.625,1.0022317888236771,0.1643769741058351,33.40457,0.248,1.0,False,False,False,False,,,,,,,,,,,0.09062500000000001,0.024602142175293572,-0.0,-0.002231788823677139,-0.00041094243526458774,-0.0,0.0
POMDP-LSTM-PPO,178,26458,-3.1572394371032715,-3.1572394371032715,0.0,-3.1572394371032715,Charge,0.1090849647736272,0.1090849647736272,0.6403234386422524,-3.092801896230062,9.854208,3.6041666666666665,1.0019330011851437,0.1578619718551637,33.40457,0.248,1.0,False,False,False,False,,,,,,,,,,,0.09010416666666667,0.021308454221742157,-0.0,-0.0019330011851437234,-0.00039465492963790933,-0.0,0.0
POMDP-LSTM-PPO,179,26459,-2.9519801139831543,-2.9519801139831543,0.0,-2.9519801139831543,Charge,0.1053722877744087,0.1053722877744087,0.6473343914129623,-2.6789745526835134,9.189288000000001,3.5583333333333336,1.0016743590954271,0.14759900569915785,33.40457,0.248,1.0,False,False,False,False,,,,,,,,,,,0.08895833333333335,0.01845731105075037,-0.0,-0.0016743590954271248,-0.0003689975142478947,-0.0,0.0
POMDP-LSTM-PPO,180,26460,-2.6769297122955322,-2.6769297122955322,0.0,-2.6769297122955322,Charge,0.1096661075398734,0.1096661075398734,0.6536920994796642,-1.9431129543711347,8.453376,3.8333333333333335,1.001214445596482,0.13384648561477672,38.38099,0.255,1.0,False,False,False,False,,,,,,,,,,,0.09583333333333334,0.015381836017058975,-0.0,-0.0012144455964819834,-0.00033461621403694185,-0.0,0.0
POMDP-LSTM-PPO,181,26461,-2.332463264465332,-2.332463264465332,0.0,-2.332463264465332,Charge,0.11540121873234274,0.11540121873234274,0.6592316997327694,-1.052237002201335,7.705533600000001,4.320833333333334,1.0006576481263758,0.1166231632232667,38.38099,0.255,1.0,False,False,False,False,,,,,,,,,,,0.10802083333333334,0.00832959143344338,-0.0,-0.0006576481263758094,-0.0002915579080581668,-0.0,0.0
POMDP-LSTM-PPO,182,26462,-1.866919994354248,-1.866919994354248,0.0,-1.866919994354248,Charge,0.1077231214093089,0.1077231214093089,0.6636656347193608,-1.0341157389790858,6.9177024000000005,4.016666666666667,1.000646322336862,0.09334599971771249,38.38099,0.255,1.0,False,False,False,False,,,,,,,,,,,0.10041666666666667,0.008186142078798524,-0.0,-0.0006463223368620152,-0.00023336499929428123,-0.0,0.0
POMDP-LSTM-PPO,183,26463,-1.3189040422439575,-1.3189040422439575,0.0,-1.3189040422439575,Charge,0.11035028381738106,0.11035028381738106,0.6667980318196902,-0.5278340910893755,6.1134048,4.266666666666667,1.0003298963069307,0.06594520211219794,38.38099,0.255,1.0,False,False,False,False,,,,,,,,,,,0.10666666666666667,0.004178376462925585,-0.0,-0.00032989630693069927,-0.00016486300528049488,-0.0,0.0
POMDP-LSTM-PPO,184,26464,-0.6029343008995056,-0.6029343008995056,0.0,-0.6029343008995056,Charge,0.1135855918818557,0.1135855918818557,0.6682300007843266,0.27185723423283825,5.251910400000001,4.920833333333333,0.9998300892286045,0.03014671504497531,45.75,0.275,1.0,False,False,False,False,,,,,,,,,,,0.11622440247751238,-0.0017101519140959483,-0.0006796430855820956,-0.00016991077139549837,-7.536678761243828e-05,-3.738036970701526e-06,0.0
POMDP-LSTM-PPO,185,26465,0.021148713305592537,0.021148713305592537,0.0,0.021148713305592537,Idle,0.05078014170823081,0.10078014170823081,0.6681743462756277,1.0845992866944068,4.419252,5.5249999999999995,0.999322125445816,0.0011130901739785533,45.75,0.275,1.0,False,False,False,False,,,,,,,,,,,0.11101001783263982,-0.006822807387862003,-0.002711498216736017,-0.0006778745541839992,-2.7827254349463833e-06,-1.4913240192048096e-05,0.0
POMDP-LSTM-PPO,186,26466,0.5631465911865234,0.5631465911865234,0.0,0.5631465911865234,Discharge,0.09454950269475015,0.09454950269475017,0.666692381561979,0.903460075480143,3.5625600000000004,5.029166666666667,0.999435337452825,0.029639294272974886,45.75,0.275,1.0,False,False,False,False,,,,,,,,,,,0.1031426647796631,-0.005683328537317275,-0.0022586501887003575,-0.0005646625471750211,-7.409823568243722e-05,-1.2422576037851967e-05,0.0
POMDP-LSTM-PPO,187,26467,1.020044207572937,1.020044207572937,0.0,1.020044207572937,Discharge,0.08473618187250472,0.08473618187250472,0.664008054699945,0.9083939257603957,2.7173952000000003,4.645833333333333,0.9994322537963997,0.053686537240680836,45.75,0.275,1.0,False,False,False,False,,,,,,,,,,,0.09343598518932344,-0.0057143655392364896,-0.002270984814400989,-0.0005677462036003389,-0.00013421634310170212,-1.2490416479205443e-05,0.0
POMDP-LSTM-PPO,188,26468,1.397326111793518,1.397326111793518,0.0,1.397326111793518,Discharge,0.05331224149868454,0.05331224149868454,0.660330880721541,2.2353885548731487,1.883952,5.516666666666667,0.9986028821532043,0.07354347956807981,70.0,0.31,1.0,False,False,False,False,,,,,,,,,,,0.08203195279483795,-0.02151561484065406,-0.005588471387182872,-0.001397117846795748,-0.00018385869892019956,-3.46485226005338e-05,0.0
POMDP-LSTM-PPO,189,26469,1.5936732292175293,1.5936732292175293,0.0,1.5936732292175293,Discharge,0.02220290031126486,0.02220290031126486,0.6561370038025475,3.5852803707824705,1.1335464000000002,6.3125,0.9977591997682609,0.08387753837986987,70.0,0.31,1.0,False,False,False,False,,,,,,,,,,,0.06818049073043823,-0.03450832356878128,-0.008963200926956176,-0.002240800231739115,-0.00020969384594967473,-5.5571845747128296e-05,0.0
POMDP-LSTM-PPO,190,26470,1.7398840188980103,1.7398840188980103,0.0,1.7398840188980103,Discharge,0.0015851134572764398,0.0015851134572764424,0.6515583616475527,4.218977314435323,0.486972,6.445833333333333,0.997363139178478,0.09157284309989518,70.0,0.31,1.0,False,False,False,False,,,,,,,,,,,0.055671400472450255,-0.040607656651439984,-0.010547443286088308,-0.0026368608215220357,-0.00022893210774973797,-6.53941483737475e-05,0.0
POMDP-LSTM-PPO,191,26471,1.8229920864105225,1.8229920864105225,0.0,1.8229920864105225,Discharge,-0.016496993073787616,-0.01649699307378762,0.6467610140517355,4.8436745802561445,0.0,6.666666666666667,0.9969727033873399,0.09594695191634318,70.0,0.31,1.0,False,False,False,False,,,,,,,,,,,0.045574802160263064,-0.04662036783496539,-0.012109186450640361,-0.003027296612660102,-0.000239867379790858,-7.507695599397024e-05,0.0
POMDP-LSTM-PPO,192,26472,1.9325202703475952,1.9325202703475952,0.0,1.9325202703475952,Discharge,-0.01875251748565568,-0.01875251748565567,0.641675434392926,4.638313062985738,0.0,6.570833333333333,0.9971010543356339,0.10171159317618911,81.90627,0.342,1.0,False,False,False,False,,,,,,,,,,,0.04831300675868988,-0.052237201786197576,-0.011595782657464344,-0.002898945664366104,-0.0002542789829404728,-7.931515337705613e-05,0.0
POMDP-LSTM-PPO,193,26473,1.9307522773742676,1.9307522773742676,0.0,1.9307522773742676,Discharge,-0.02866482951057446,-0.028664829510574457,0.6365945073472042,5.3234143892924,0.0,7.254166666666667,0.9966728660066922,0.10161854091443502,81.90627,0.342,1.0,False,False,False,False,,,,,,,,,,,0.048268806934356694,-0.05995288974004941,-0.013308535973230999,-0.0033271339933077515,-0.0002540463522860876,-9.103038605690004e-05,0.0
POMDP-LSTM-PPO,194,26474,1.923957347869873,1.923957347869873,0.0,1.923957347869873,Discharge,-0.02881164918342678,-0.02881164918342679,0.6315314616949151,5.3218759854634605,0.0,7.245833333333334,0.9966738275090853,0.10126091304578268,81.90627,0.342,1.0,False,False,False,False,,,,,,,,,,,0.04809893369674683,-0.05993556406363437,-0.013304689963658651,-0.003326172490914714,-0.0002531522826144567,-9.100407935142518e-05,0.0
POMDP-LSTM-PPO,195,26475,1.9162969589233398,1.9162969589233398,0.0,1.9162969589233398,Discharge,-0.012367596233209389,-0.012367596233209389,0.6264885749609064,4.167036374409993,0.0,6.083333333333333,0.9973956022659938,0.10085773468017567,81.90627,0.342,1.0,False,False,False,False,,,,,,,,,,,0.0479074239730835,-0.04692963087755883,-0.010417590936024982,-0.002604397734006225,-0.0002521443367004392,-7.12563220024109e-05,0.0
POMDP-LSTM-PPO,196,26476,1.9193223714828491,1.9193223714828491,0.0,1.9193223714828491,Discharge,-0.024174176881308698,-0.024174176881308695,0.6214377266148989,5.289010961850484,0.0,7.208333333333333,0.9966943681488435,0.10101696692014984,76.01972,0.348,1.0,False,False,False,False,,,,,,,,,,,0.04798305928707123,-0.05528450570456063,-0.01322252740462621,-0.0033056318511565097,-0.00025254241730037467,-9.202879073619842e-05,0.0
POMDP-LSTM-PPO,197,26477,1.9128611087799072,1.9128611087799072,0.0,1.9128611087799072,Discharge,-0.031276901917531116,-0.03127690191753112,0.6164038815917939,5.799638891220092,0.0,7.7124999999999995,0.9963752256929874,0.10067690046210027,76.01972,0.348,1.0,False,False,False,False,,,,,,,,,,,0.047821527719497686,-0.06062195213410352,-0.01449909722805023,-0.0036247743070125793,-0.0002516922511552507,-0.00010091371670722959,0.0
POMDP-LSTM-PPO,198,26478,1.912524938583374,1.912524938583374,0.0,1.912524938583374,Discharge,-0.019280817052495382,-0.019280817052495382,0.6113709212271008,4.916641728083293,0.0,6.829166666666667,0.9969270989199479,0.10065920729386169,76.01972,0.348,1.0,False,False,False,False,,,,,,,,,,,0.047813123464584356,-0.05139223753251611,-0.012291604320208233,-0.003072901080052093,-0.0002516480182346542,-8.554956606864929e-05,0.0
POMDP-LSTM-PPO,199,26479,1.898082971572876,1.898082971572876,0.0,1.898082971572876,Discharge,-0.01734386901239426,-0.017343869012394264,0.6063759660387511,4.747750361760457,0.0,6.645833333333333,0.9970326560238998,0.09989910376699336,76.01972,0.348,1.0,False,False,False,False,,,,,,,,,,,0.047452074289321904,-0.0496268648055027,-0.011869375904401142,-0.002967343976100212,-0.0002497477594174834,-8.261085629463195e-05,0.0
POMDP-LSTM-PPO,200,26480,1.8966748714447021,1.8966748714447021,0.0,1.8966748714447021,Discharge,-0.01785326747340611,-0.017853267473406105,0.6013847163770545,5.111658461888631,0.0,7.008333333333333,0.9968052134613196,0.09982499323393158,69.6564,0.346,1.0,False,False,False,False,,,,,,,,,,,0.04741687178611756,-0.04895821239164615,-0.012779146154721577,-0.0031947865386804386,-0.00024956248308482897,-8.84316913906733e-05,0.0
POMDP-LSTM-PPO,201,26481,1.8845301866531372,1.8845301866531372,0.0,1.8845301866531372,Discharge,-0.002515699375193907,-0.0025156993751939086,0.5964254264121778,3.8821364800135285,0.0,5.766666666666666,0.9975736646999915,0.09918579929753343,69.6564,0.346,1.0,False,False,False,False,,,,,,,,,,,0.04711325466632843,-0.037182152082131985,-0.009705341200033822,-0.002426335300008464,-0.0002479644982438336,-6.716096110423404e-05,0.0
POMDP-LSTM-PPO,202,26482,1.8760864734649658,1.8760864734649658,0.0,1.8760864734649658,Discharge,8.192691800396057e-05,8.192691800396125e-05,0.5914883567451648,3.6614135265350347,0.0,5.5375000000000005,0.9977116165459157,0.09874139334026125,69.6564,0.346,1.0,False,False,False,False,,,,,,,,,,,0.04690216183662415,-0.03506812171083856,-0.009153533816337586,-0.0022883834540843306,-0.0002468534833506531,-6.33424540090561e-05,0.0
POMDP-LSTM-PPO,203,26483,1.852850317955017,1.852850317955017,0.0,1.852850317955017,Discharge,-0.004342500111103634,-0.004342500111103637,0.5866124348558095,3.9638163487116493,0.0,5.816666666666666,0.9975226147820553,0.09751843778710606,69.6564,0.346,1.0,False,False,False,False,,,,,,,,,,,0.04632125794887543,-0.037964461852954746,-0.009909540871779124,-0.0024773852179447164,-0.00024379609446776516,-6.857402283271152e-05,0.0
POMDP-LSTM-PPO,204,26484,1.8311885595321655,1.8311885595321655,0.0,1.8311885595321655,Discharge,-0.006885543806213812,-0.006885543806213812,0.5817935175938828,4.1688114404678345,0.0,6.0,0.9973944928497076,0.09637834523853492,68.60154,0.353,1.0,False,False,False,False,,,,,,,,,,,0.04577971398830414,-0.039323196658035374,-0.010422028601169586,-0.0026055071502923965,-0.00024094586309633735,-7.357952192425728e-05,0.0
POMDP-LSTM-PPO,205,26485,1.821312427520752,1.821312427520752,0.0,1.821312427520752,Discharge,-0.0008628679919291827,-0.0008628679919291787,0.5770005901530387,3.670354239145915,0.0,5.491666666666667,0.9977060286005339,0.09585854881688158,68.60154,0.353,1.0,False,False,False,False,,,,,,,,,,,0.0455328106880188,-0.034621393558253985,-0.009175885597864789,-0.002293971399466077,-0.00023964637204220395,-6.478175232092541e-05,0.0
POMDP-LSTM-PPO,206,26486,1.7978291511535645,1.7978291511535645,0.0,1.7978291511535645,Discharge,0.0031307819864084957,0.0031307819864084953,0.5722694608078978,3.3063375155131025,0.0,5.104166666666667,0.9979335390528042,0.09462258690281908,68.60154,0.353,1.0,False,False,False,False,,,,,,,,,,,0.044945728778839115,-0.03118772873204625,-0.008265843788782756,-0.0020664609471957585,-0.00023655646725704774,-5.8356857148806266e-05,0.0
POMDP-LSTM-PPO,207,26487,1.7955408096313477,1.7955408096313477,0.0,1.7955408096313477,Discharge,0.005350580810972444,0.0053505808109724435,0.567544353414131,3.1252925237019857,0.0,4.920833333333333,0.9980466921726863,0.09450214787533398,68.60154,0.353,1.0,False,False,False,False,,,,,,,,,,,0.04488852024078369,-0.029479983510510878,-0.007813231309254964,-0.0019533078273137328,-0.00023625536968833495,-5.516141304334005e-05,0.0
POMDP-LSTM-PPO,208,26488,1.7796082496643066,1.7796082496643066,0.0,1.7796082496643066,Discharge,0.013762015677540018,0.013762015677540018,0.5628611738097512,2.74955841700236,0.0,4.529166666666667,0.9982815259893735,0.09366359208759498,57.80087,0.358,1.0,False,False,False,False,,,,,,,,,,,0.04449020624160767,-0.021852444435051896,-0.006873896042505901,-0.001718474010626525,-0.00023415898021898748,-4.921709566434225e-05,0.0
POMDP-LSTM-PPO,209,26489,1.7668380737304688,1.7668380737304688,0.0,1.7668380737304688,Discharge,0.00858934283806733,0.008589342838067332,0.5582115999315131,3.187328592936198,0.0,4.954166666666667,0.9980079196294149,0.09299147756476141,57.80087,0.358,1.0,False,False,False,False,,,,,,,,,,,0.044170951843261724,-0.025331675276543366,-0.007968321482340494,-0.00199208037058507,-0.00023247869391190354,-5.705318181355794e-05,0.0
POMDP-LSTM-PPO,210,26490,1.7697525024414062,1.7697525024414062,0.0,1.7697525024414062,Discharge,0.018675610269693173,0.018675610269693173,0.5535543565040357,2.28441416422526,0.0,4.054166666666666,0.9985722411473593,0.0931448685495476,57.80087,0.358,1.0,False,False,False,False,,,,,,,,,,,0.044243812561035156,-0.01815565484322465,-0.00571103541056315,-0.0014277588526406815,-0.000232862171373869,-4.0891013539632156e-05,0.0
POMDP-LSTM-PPO,211,26491,1.7609152793884277,1.7609152793884277,0.0,1.7609152793884277,Discharge,0.014106467233925985,0.014106467233925985,0.5489203689266977,2.6765847206115723,0.0,4.4375,0.9983271345496177,0.09267975154675925,57.80087,0.358,1.0,False,False,False,False,,,,,,,,,,,0.044022881984710695,-0.021272477253507678,-0.006691461801528931,-0.0016728654503822549,-0.00023169937886689817,-4.7910866498947146e-05,0.0
POMDP-LSTM-PPO,212,26492,1.7633140087127686,1.7633140087127686,0.0,1.7633140087127686,Discharge,0.02254105047157221,0.022541050471572212,0.5442800689037693,2.053352657953898,0.0,3.8166666666666664,0.9987166545887789,0.09280600045856666,52.61814,0.361,1.0,False,False,False,False,,,,,,,,,,,0.044082850217819214,-0.014855994673518669,-0.005133381644884745,-0.001283345411221104,-0.00023201500114641664,-3.7063015476067856e-05,0.0
POMDP-LSTM-PPO,213,26493,1.7490310668945312,1.7490310668945312,0.0,1.7490310668945312,Discharge,0.021864659854189523,0.021864659854189523,0.5396773555698363,2.0843022664388022,0.0,3.8333333333333335,0.9986973110834758,0.09205426667865944,52.61814,0.361,1.0,False,False,False,False,,,,,,,,,,,0.043725776672363284,-0.0150799149129467,-0.005210755666097006,-0.0013026889165241862,-0.00023013566669664862,-3.762165590922038e-05,0.0
POMDP-LSTM-PPO,214,26494,1.739145278930664,1.739145278930664,0.0,1.739145278930664,Discharge,0.023332378515481863,0.023332378515481863,0.5351006574673872,1.9191880544026692,0.0,3.658333333333333,0.9988005074659984,0.09153396204898222,52.61814,0.361,1.0,False,False,False,False,,,,,,,,,,,0.0434786319732666,-0.013885314538272,-0.004797970136006673,-0.001199492534001645,-0.00022883490512245558,-3.4641344381968176e-05,0.0
POMDP-LSTM-PPO,215,26495,1.721603274345398,1.721603274345398,0.0,1.721603274345398,Discharge,0.021719522285570343,0.021719522285570343,0.5305701225348993,2.0325633923212685,0.0,3.7541666666666664,0.9987296478797992,0.09061069864975768,52.61814,0.361,1.0,False,False,False,False,,,,,,,,,,,0.04304008185863495,-0.014705584456204871,-0.0050814084808031715,-0.0012703521202007684,-0.0002265267466243942,-3.66877692313989e-05,0.0
POMDP-LSTM-PPO,216,26496,1.706262469291687,1.706262469291687,0.0,1.706262469291687,Discharge,0.029716957305614102,0.029716957305614106,0.5260799581420265,1.2854041973749797,0.0,2.9916666666666667,0.9991966223766408,0.08980328785745711,49.0804,0.367,1.0,False,False,False,False,,,,,,,,,,,0.04265656173229218,-0.008674620923215906,-0.0032135104934374495,-0.0008033776233592471,-0.00022450821964364282,-2.3587167021830878e-05,0.0
