Agent,Step,Dataset Index,Proposed Action kW,Safe Action kW,Correction kW,Action kW,Action Label,Reward,Estimated Reward Sum,SOC,P_grid,P_pv,P_load,Voltage PCC,Battery Heat Loss Power,Price,CO2 Intensity,Success,Near Low SOC Zone,Near High SOC Zone,Dangerous Discharge Near Low SOC,Dangerous Charge Near High SOC,Shield Reason,Fallback Used,Blocked,Final Blocked,Clipped,Forecast Warning,Dynamic Reserve Active,SOC Low Margin,SOC High Margin,Voltage Margin,Economic effect,Local energy effect,Grid import penalty,Voltage stability effect,CO2 effect,Battery health effect,SOC safety effect
MDP-PPO,10,26290,0.6251207590103149,0.6251207590103149,0.0,0.6251207590103149,Discharge,-0.03717329765039146,-0.03717329765039146,0.48038301577693543,5.579045907656352,0.0,6.204166666666667,0.9965130963077148,0.032901092579490226,45.87583,0.331,1.0,False,False,False,False,,,,,,,,,,,-0.0351922122230028,0.015628018975257875,-0.01394761476914088,-0.003486903692285215,-9.233320977171263e-05,-8.225273144872557e-05,0.0
MDP-PPO,11,26291,0.6140303611755371,0.6140303611755371,0.0,0.6140303611755371,Discharge,-0.03495529071661454,-0.03495529071661454,0.47876714640542084,5.31513630549113,0.0,5.929166666666667,0.9966780398090681,0.03231738743029139,45.87583,0.331,1.0,False,False,False,False,,,,,,,,,,,-0.033527489816911636,0.015350759029388428,-0.013287840763727826,-0.003321960190931894,-8.79655058558782e-05,-8.079346857572848e-05,0.0
MDP-PPO,12,26292,0.5984280109405518,0.5984280109405518,0.0,0.5984280109405518,Discharge,-0.03300240696789686,-0.033002406967896865,0.4771923358503141,5.101571989059448,0.0,5.7,0.9968115175068378,0.03149621110213427,45.41417,0.335,1.0,False,False,False,False,,,,,,,,,,,-0.03185650291702779,0.014960700273513795,-0.012753929972648622,-0.0031884824931621703,-8.545133081674576e-05,-7.874052775533568e-05,0.0
MDP-PPO,13,26293,0.5923450589179993,0.5923450589179993,0.0,0.5923450589179993,Discharge,-0.03610485400671761,-0.03610485400671761,0.47563353306368783,5.415988274415334,0.0,6.008333333333333,0.9966150073284904,0.031176055732526242,45.41417,0.335,1.0,False,False,False,False,,,,,,,,,,,-0.033819859179191884,0.014808626472949983,-0.013539970686038334,-0.0033849926715096013,-9.071780359645684e-05,-7.794013933131561e-05,0.0
MDP-PPO,14,26294,0.5895405411720276,0.5895405411720276,0.0,0.5895405411720276,Discharge,-0.0241553004468672,-0.0241553004468672,0.47408211058691935,4.135459458827973,0.0,4.7250000000000005,0.9974153378382326,0.03102844953536984,45.41417,0.335,1.0,False,False,False,False,,,,,,,,,,,-0.025823663097556716,0.01473851352930069,-0.010338648647069933,-0.002584662161767448,-6.926894593536856e-05,-7.757112383842462e-05,0.0
MDP-PPO,15,26295,0.5766870379447937,0.5766870379447937,0.0,0.5766870379447937,Discharge,-0.027763434259790477,-0.027763434259790474,0.47256451311864356,4.485812962055207,0.0,5.062500000000001,0.9971963668987155,0.030351949365515423,45.41417,0.335,1.0,False,False,False,False,,,,,,,,,,,-0.028011427461459577,0.014417175948619843,-0.011214532405138018,-0.0028036331012845084,-7.513736711442473e-05,-7.587987341378857e-05,0.0
MDP-PPO,16,26296,0.5659968256950378,0.5659968256950378,0.0,0.5659968256950378,Discharge,-0.025284474716825767,-0.025284474716825763,0.47107504778786713,4.471503174304963,0.0,5.0375000000000005,0.9972053105160594,0.029789306615528276,41.16903,0.333,1.0,False,False,False,False,,,,,,,,,,,-0.025312024145107734,0.014149920642375947,-0.011178757935762408,-0.002794689483940571,-7.445052785217764e-05,-7.44732665388207e-05,0.0
MDP-PPO,17,26297,0.5576226711273193,0.5576226711273193,0.0,0.5576226711273193,Discharge,-0.01724084389462987,-0.01724084389462987,0.4696076197059531,3.5340439955393474,0.0,4.091666666666667,0.9977912225027878,0.02934856163827993,41.16903,0.333,1.0,False,False,False,False,,,,,,,,,,,-0.0200053099501309,0.013940566778182985,-0.008835109988848368,-0.0022087774972121554,-5.8841832525730146e-05,-7.337140409569984e-05,0.0
MDP-PPO,18,26298,0.5471510887145996,0.5471510887145996,0.0,0.5471510887145996,Discharge,-0.021517830183965934,-0.021517830183965934,0.46816774841986203,3.990348911285401,0.0,4.5375000000000005,0.9975060319304467,0.028797425721821,41.16903,0.333,1.0,False,False,False,False,,,,,,,,,,,-0.022588334180386704,0.013678777217864991,-0.009975872278213503,-0.002493968069553265,-6.643930937290192e-05,-7.199356430455251e-05,0.0
MDP-PPO,19,26299,0.5397713780403137,0.5397713780403137,0.0,0.5397713780403137,Discharge,-0.019969156082924128,-0.019969156082924124,0.4667472974250191,3.7935619552930193,0.0,4.333333333333333,0.9976290237779419,0.028409019896858585,41.16903,0.333,1.0,False,False,False,False,,,,,,,,,,,-0.021474374067343583,0.013494284451007844,-0.009483904888232548,-0.0023709762220580632,-6.316280655562877e-05,-7.102254974214647e-05,0.0
MDP-PPO,20,26300,0.5287716388702393,0.5287716388702393,0.0,0.5287716388702393,Discharge,-0.015205770594678805,-0.015205770594678805,0.46535579311220265,3.2670616944630937,0.0,3.795833333333333,0.9979580864409605,0.02783008625632835,40.27201,0.336,1.0,False,False,False,False,,,,,,,,,,,-0.018091031919129766,0.013219290971755983,-0.008167654236157734,-0.0020419135590394877,-5.488663646697998e-05,-6.957521564082088e-05,0.0
MDP-PPO,21,26301,0.5216124653816223,0.5216124653816223,0.0,0.5216124653816223,Discharge,-0.018085867595331272,-0.018085867595331272,0.46398312872961944,3.578387534618378,0.0,4.1000000000000005,0.9977635077908635,0.027453287651664302,40.27201,0.336,1.0,False,False,False,False,,,,,,,,,,,-0.01981496805447867,0.013040311634540558,-0.008945968836545946,-0.0022364922091364647,-6.011691058158876e-05,-6.863321912916076e-05,0.0
MDP-PPO,22,26302,0.51247638463974,0.51247638463974,0.0,0.51247638463974,Discharge,-0.015101497527840808,-0.01510149752784081,0.462634506664778,3.2083569486935932,0.0,3.720833333333333,0.9979947769070665,0.02697244129682839,40.27201,0.336,1.0,False,False,False,False,,,,,,,,,,,-0.017765960179186708,0.0128119096159935,-0.008020892371733984,-0.0020052230929334947,-5.390039673805237e-05,-6.743110324207098e-05,0.0
MDP-PPO,23,26303,0.507317841053009,0.507317841053009,0.0,0.507317841053009,Discharge,-0.01581700448630244,-0.015817004486302435,0.46129945971463854,3.276015492280324,0.0,3.783333333333333,0.9979524903173248,0.02670093900278992,40.27201,0.336,1.0,False,False,False,False,,,,,,,,,,,-0.01814061269147437,0.012682946026325227,-0.00819003873070081,-0.002047509682675197,-5.503706027030945e-05,-6.67523475069748e-05,0.0
MDP-PPO,24,26304,0.5023954510688782,0.5023954510688782,0.0,0.5023954510688782,Discharge,-0.010835669791356972,-0.010835669791356972,0.45997736642235204,2.935104548931122,0.0,3.4375,0.998165559656918,0.0264418658457304,34.95871,0.332,1.0,False,False,False,False,,,,,,,,,,,-0.01410852695254254,0.012559886276721955,-0.007337761372327805,-0.001834440343082,-4.872273551225663e-05,-6.6104664614326e-05,0.0
MDP-PPO,25,26305,0.49399620294570923,0.49399620294570923,0.0,0.49399620294570923,Discharge,-0.006011068752982978,-0.006011068752982978,0.45867737641460016,2.3018371303876246,0.0,2.795833333333334,0.9985613517935077,0.0259998001550373,34.95871,0.332,1.0,False,False,False,False,,,,,,,,,,,-0.01106452279741231,0.012349905073642732,-0.005754592825969062,-0.00143864820649231,-3.821049636443457e-05,-6.499950038759326e-05,0.0
MDP-PPO,26,26306,0.48754847049713135,0.48754847049713135,0.0,0.48754847049713135,Discharge,-0.008805900333948118,-0.00880590033394812,0.45739435412381824,2.6332848628362022,0.0,3.1208333333333336,0.9983541969607274,0.025660445815638463,34.95871,0.332,1.0,False,False,False,False,,,,,,,,,,,-0.01265773325675108,0.012188711762428285,-0.006583212157090505,-0.001645803039272642,-4.371252872308097e-05,-6.415111453909616e-05,0.0
MDP-PPO,27,26307,0.4804403483867645,0.4804403483867645,0.0,0.4804403483867645,Discharge,-0.010496377280668746,-0.010496377280668746,0.45613003741753727,2.823726318279902,0.0,3.3041666666666667,0.9982351710510752,0.025286334125619158,34.95871,0.332,1.0,False,False,False,False,,,,,,,,,,,-0.013573151553515787,0.012011008709669114,-0.007059315795699755,-0.0017648289489248237,-4.6873856883446384e-05,-6.32158353140479e-05,0.0
MDP-PPO,28,26308,0.4700026512145996,0.4700026512145996,0.0,0.4700026512145996,Discharge,-0.008681036592827616,-0.008681036592827616,0.4548931883353936,2.5924973487854004,0.0,3.0625,0.9983796891570091,0.024736981642873638,34.29457,0.33,1.0,False,False,False,False,,,,,,,,,,,-0.012224929997876107,0.011750066280364992,-0.006481243371963501,-0.0016203108429908575,-4.2776206254959115e-05,-6.18424541071841e-05,0.0
MDP-PPO,29,26309,0.4641932547092438,0.4641932547092438,0.0,0.4641932547092438,Discharge,-0.013585353584133694,-0.013585353584133696,0.45367162713879033,3.1983067452907563,0.0,3.6625,0.9980010582841934,0.024431223932065434,34.29457,0.33,1.0,False,False,False,False,,,,,,,,,,,-0.015081626251703827,0.011604831367731095,-0.00799576686322689,-0.0019989417158066125,-5.277206129729749e-05,-6.10780598301636e-05,0.0
MDP-PPO,30,26310,0.4637896418571472,0.4637896418571472,0.0,0.4637896418571472,Discharge,-0.005086808329773078,-0.005086808329773077,0.4524511280812715,2.1153770248095194,0.0,2.5791666666666666,0.9986778893594941,0.024409981150376143,34.29457,0.33,1.0,False,False,False,False,,,,,,,,,,,-0.009975067499886747,0.01159474104642868,-0.005288442562023799,-0.0013221106405059135,-3.490372090935707e-05,-6.102495287594037e-05,0.0
MDP-PPO,31,26311,0.450991153717041,0.450991153717041,0.0,0.450991153717041,Discharge,-0.006815144848690149,-0.006815144848690149,0.4512643092557004,2.2948421796162926,0.0,2.7458333333333336,0.9985657236377398,0.023736376511423185,34.29457,0.33,1.0,False,False,False,False,,,,,,,,,,,-0.010821336043072984,0.011274778842926027,-0.005737105449040732,-0.001434276362260234,-3.7864895963668825e-05,-5.9340941278557964e-05,0.0
MDP-PPO,32,26312,0.4348257780075073,0.4348257780075073,0.0,0.4348257780075073,Discharge,-0.010623504543385107,-0.010623504543385107,0.4501200308925227,2.7193408886591595,0.0,3.154166666666667,0.998300411944588,0.02288556726355299,34.48281,0.335,1.0,False,False,False,False,,,,,,,,,,,-0.012893445838468931,0.010870644450187684,-0.0067983522216478985,-0.001699588055412038,-4.554895988504093e-05,-5.7213918158882477e-05,0.0
MDP-PPO,33,26313,0.43077000975608826,0.43077000975608826,0.0,0.43077000975608826,Discharge,-0.010592105262372108,-0.01059210526237211,0.4489864256036909,2.702563323577245,0.0,3.1333333333333333,0.9983108979227642,0.022672105776636198,34.48281,0.335,1.0,False,False,False,False,,,,,,,,,,,-0.012813896919983867,0.010769250243902207,-0.006756408308943113,-0.0016891020772358267,-4.526793566991886e-05,-5.6680264441590505e-05,0.0
MDP-PPO,34,26314,0.42515701055526733,0.42515701055526733,0.0,0.42515701055526733,Discharge,-0.011892717381164037,-0.011892717381164037,0.44786759136538756,2.8498429894447326,0.0,3.275,0.998218848131597,0.022376684766066676,34.48281,0.335,1.0,False,False,False,False,,,,,,,,,,,-0.013512206721042527,0.010628925263881685,-0.007124607473611832,-0.001781151868402997,-4.773487007319928e-05,-5.5941711915166695e-05,0.0
MDP-PPO,35,26315,0.41942691802978516,0.41942691802978516,0.0,0.41942691802978516,Discharge,-0.009616906718390553,-0.009616906718390552,0.44676383631794075,2.5430730819702148,0.0,2.9625,0.9984105793237685,0.022075100948936038,34.48281,0.335,1.0,False,False,False,False,,,,,,,,,,,-0.012057692061482836,0.01048567295074463,-0.006357682704925537,-0.0015894206762314678,-4.2596474123001103e-05,-5.51877523723401e-05,0.0
MDP-PPO,36,26316,0.4084724187850952,0.4084724187850952,0.0,0.4084724187850952,Discharge,-0.00764482027578186,-0.007644820275781861,0.4456889089000852,2.2706942478815715,0.0,2.6791666666666667,0.9985808160950741,0.02149854835711025,34.1686,0.342,1.0,False,False,False,False,,,,,,,,,,,-0.01066813597824786,0.01021181046962738,-0.005676735619703928,-0.0014191839049259025,-3.882887163877488e-05,-5.3746370892775636e-05,0.0
MDP-PPO,37,26317,0.40474921464920044,0.40474921464920044,0.0,0.40474921464920044,Discharge,-0.008648633237378913,-0.008648633237378913,0.44462377938785047,2.386917452017466,0.0,2.7916666666666665,0.998508176592489,0.021302590244694736,34.1686,0.342,1.0,False,False,False,False,,,,,,,,,,,-0.01121417380201305,0.010118730366230011,-0.005967293630043665,-0.0014918234075109726,-4.081628842949868e-05,-5.325647561173684e-05,0.0
MDP-PPO,38,26318,0.39826056361198425,0.39826056361198425,0.0,0.39826056361198425,Discharge,-0.012421663569361715,-0.012421663569361713,0.4435757252730821,2.8475727697213493,0.0,3.2458333333333336,0.9982202670189241,0.02096108229536757,34.1686,0.342,1.0,False,False,False,False,,,,,,,,,,,-0.013378416554181373,0.009956514090299608,-0.007118931924303374,-0.001779732981075921,-4.869349436223508e-05,-5.240270573841893e-05,0.0
MDP-PPO,39,26319,0.3912827670574188,0.3912827670574188,0.0,0.3912827670574188,Discharge,-0.010199809967065548,-0.010199809967065548,0.44254603378082574,2.5420505662759143,0.0,2.933333333333333,0.9984112183960775,0.020593829845127285,34.1686,0.342,1.0,False,False,False,False,,,,,,,,,,,-0.01194301748459259,0.009782069176435471,-0.0063551264156897855,-0.0015887816039225067,-4.3469064683318136e-05,-5.1484574612818214e-05,0.0
MDP-PPO,40,26320,0.39480718970298767,0.39480718970298767,0.0,0.39480718970298767,Discharge,-0.007614190966140922,-0.007614190966140923,0.44150706749213364,2.2051928102970124,0.0,2.6,0.9986217544935644,0.020779325773841433,34.64014,0.343,1.0,False,False,False,False,,,,,,,,,,,-0.010503375805406272,0.009870179742574692,-0.005512982025742531,-0.0013782455064356158,-3.781905669659377e-05,-5.194831443460358e-05,0.0
MDP-PPO,41,26321,0.3877066373825073,0.3877066373825073,0.0,0.3877066373825073,Discharge,-0.010811340027564663,-0.010811340027564663,0.44048678686744286,2.5872933626174923,0.0,2.9749999999999996,0.9983829416483642,0.02040561249381615,34.64014,0.343,1.0,False,False,False,False,,,,,,,,,,,-0.01232332809154435,0.009692665934562684,-0.006468233406543731,-0.0016170583516358361,-4.4372081168890004e-05,-5.101403123454039e-05,0.0
MDP-PPO,42,26322,0.3845629394054413,0.3845629394054413,0.0,0.3845629394054413,Discharge,-0.01098024670751701,-0.010980246707517011,0.43947477913216537,2.5987703939278917,0.0,2.983333333333333,0.9983757685037951,0.020240154705549518,34.64014,0.343,1.0,False,False,False,False,,,,,,,,,,,-0.012377993412608635,0.009614073485136033,-0.006496925984819729,-0.001624231496204942,-4.456891225586335e-05,-5.06003867638738e-05,0.0
MDP-PPO,43,26323,0.37807250022888184,0.37807250022888184,0.0,0.37807250022888184,Discharge,-0.006087539894682062,-0.006087539894682061,0.4384798514999841,1.9594274997711185,0.0,2.3375000000000004,0.998775357812643,0.019898552643625337,34.64014,0.343,1.0,False,False,False,False,,,,,,,,,,,-0.009332790900389212,0.009451812505722046,-0.004898568749427797,-0.0012246421873569613,-3.3604181621074685e-05,-4.974638160906334e-05,0.0
MDP-PPO,44,26324,0.3780956566333771,0.3780956566333771,0.0,0.3780956566333771,Discharge,-0.011995003080375993,-0.011995003080375993,0.43748486292989625,2.4802376766999568,0.0,2.858333333333334,0.9984498514520626,0.019899771401756666,39.89277,0.34,1.0,False,False,False,False,,,,,,,,,,,-0.01360473828751479,0.009452391415834427,-0.006200594191749892,-0.0015501485479374466,-4.216404050389927e-05,-4.9749428504391666e-05,0.0
MDP-PPO,45,26325,0.3746491074562073,0.3746491074562073,0.0,0.3746491074562073,Discharge,-0.017861951494796444,-0.017861951494796444,0.4364989442260641,3.1503508925437926,0.0,3.525,0.99803103069216,0.019718374076642467,39.89277,0.34,1.0,False,False,False,False,,,,,,,,,,,-0.017280480741637332,0.009366227686405182,-0.007875877231359482,-0.001968969307839963,-5.355596517324447e-05,-4.929593519160617e-05,0.0
MDP-PPO,46,26326,0.37227863073349,0.37227863073349,0.0,0.37227863073349,Discharge,-0.012513370395910783,-0.012513370395910783,0.4355192636188707,2.5235547025998435,0.0,2.8958333333333335,0.9984227783108751,0.019593612143867872,39.89277,0.34,1.0,False,False,False,False,,,,,,,,,,,-0.013842343258319671,0.00930696576833725,-0.006308886756499609,-0.0015772216891248858,-4.290042994419735e-05,-4.8984030359669684e-05,0.0
MDP-PPO,47,26327,0.3670518696308136,0.3670518696308136,0.0,0.3670518696308136,Discharge,-0.019482408298746468,-0.019482408298746468,0.43455333764615806,3.31628146370252,0.0,3.6833333333333336,0.9979273240851859,0.019318519454253325,39.89277,0.34,1.0,False,False,False,False,,,,,,,,,,,-0.01819065238192785,0.00917629674077034,-0.0082907036592563,-0.0020726759148140816,-5.637678488294285e-05,-4.829629863563332e-05,0.0
MDP-PPO,48,26328,0.37254777550697327,0.37254777550697327,0.0,0.37254777550697327,Discharge,-0.020619069464217873,-0.020619069464217873,0.433572948763245,3.0149522244930265,0.0,3.3874999999999997,0.9981156548596918,0.01960777765826173,49.23634,0.337,1.0,False,False,False,False,,,,,,,,,,,-0.02041121676122306,0.009313694387674333,-0.007537380561232566,-0.001884345140308219,-5.08019449827075e-05,-4.9019444145654336e-05,0.0
MDP-PPO,49,26329,0.36595094203948975,0.36595094203948975,0.0,0.36595094203948975,Discharge,-0.015316542291343787,-0.015316542291343787,0.4326099199684042,3.2241221246271774,0.3015936,3.891666666666667,0.997984923672108,0.019260575896815228,49.23634,0.337,1.0,False,False,False,False,,,,,,,,,,,-0.021827296305329084,0.016688613550987243,-0.008060305311567944,-0.002015076327891996,-5.432645779996794e-05,-4.815143974203808e-05,0.0
MDP-PPO,50,26330,0.3048083484172821,0.3048083484172821,0.0,0.3048083484172821,Discharge,0.004089859993079409,0.004089859993079407,0.4318077927357271,2.5789727182493847,0.8828856,3.766666666666667,0.9983881420510942,0.016042544653541147,49.23634,0.337,1.0,False,False,False,False,,,,,,,,,,,-0.017459636920887,0.02969234871043206,-0.006447431795623462,-0.0016118579489058371,-4.345569030250214e-05,-4.0106361633852874e-05,0.0
MDP-PPO,51,26331,0.18572375178337097,0.18572375178337097,0.0,0.18572375178337097,Idle,-0.019108886841709864,0.03089111315829014,0.4313190460205077,1.5044162482166288,1.6473600000000002,3.3375,0.9990597398448646,0.009774934304387936,49.23634,0.337,1.0,False,False,False,False,,,,,,,,,,,-0.010184893111073772,0.04582709379458428,-0.003761040620541572,-0.0009402601551353751,-2.53494137824502e-05,-2.4437335760969842e-05,0.0
MDP-PPO,52,26332,0.05512683093547821,0.05512683093547821,0.0,0.05512683093547821,Idle,-0.00045710958018169157,0.04954289041981831,0.43117397541278274,1.475273969064522,2.4820992,4.0125,0.9990779537693346,0.00290141215449885,45.58484,0.317,1.0,False,False,False,False,,,,,,,,,,,-0.009246892577446039,0.06343065077338696,-0.003688184922661305,-0.0009220462306653854,-2.3383092409672677e-05,-7.253530386247125e-06,0.0
MDP-PPO,53,26333,-0.09975304454565048,-0.09975304454565048,0.0,-0.09975304454565048,Idle,0.025927426517432517,0.07592742651743253,0.43141088889357865,0.6114509112123168,3.3674688,3.8791666666666664,0.9996178431804923,0.004987652227282528,45.58484,0.317,1.0,False,False,False,False,,,,,,,,,,,-0.0038325226438768044,0.08169289388635875,-0.001528627278030792,-0.0003821568195077063,-9.691496942715221e-06,-1.246913056820632e-05,0.0
MDP-PPO,54,26334,-0.2751827538013458,-0.2751827538013458,0.0,-0.2751827538013458,Charge,0.04525392283801476,0.09525392283801476,0.43206444793385684,0.4759934204680132,4.265855999999999,4.466666666666667,0.9997025041122075,0.013759137690067303,45.58484,0.317,1.0,False,False,False,False,,,,,,,,,,,-0.0029834865380494774,0.09976683115496635,-0.001189983551170033,-0.00029749588779248715,-7.54449571441801e-06,-3.439784422516826e-05,0.0
MDP-PPO,55,26335,-0.44400155544281006,-0.44400155544281006,0.0,-0.44400155544281006,Charge,0.060992953366379776,0.11099295336637978,0.43311895162803354,-0.4517691112238573,5.179104000000001,4.283333333333333,1.000282355694515,0.022200077772140524,45.58484,0.317,1.0,False,False,False,False,,,,,,,,,,,0.004247475921991859,0.10708333333333334,-0.0,-0.0002823556945150685,-0.0,-5.5500194430351316e-05,0.0
MDP-PPO,56,26336,-0.5538400411605835,-0.5538400411605835,0.0,-0.5538400411605835,Charge,0.11217776553717054,0.11217776553717054,0.43443432172578994,-1.4584900921727497,6.0664967999999995,4.054166666666666,1.0009115563076079,0.0276920020580292,39.24153,0.265,1.0,False,False,False,False,,,,,,,,,,,0.011804385183256818,0.10135416666666666,-0.0,-0.0009115563076078637,-0.0,-6.9230005145073e-05,0.0
MDP-PPO,57,26337,-0.7111476063728333,-0.7111476063728333,0.0,-0.7111476063728333,Charge,0.11058514297645562,0.11058514297645562,0.4361232972909254,-2.5589299936271677,6.932577600000001,3.6625,1.001599331246017,0.035557380318641696,39.24153,0.265,1.0,False,False,False,False,,,,,,,,,,,0.02071086767326919,0.0915625,-0.0,-0.0015993312460169662,-0.0,-8.889345079660425e-05,0.0
MDP-PPO,58,26338,-0.8763116598129272,-0.8763116598129272,0.0,-0.8763116598129272,Charge,0.1206026161965431,0.1206026161965431,0.4382045374829811,-2.9266648735204046,7.757143199999999,3.954166666666667,1.0018291655459501,0.043815582990646404,39.24153,0.265,1.0,False,False,False,False,,,,,,,,,,,0.023687154033303164,0.09885416666666669,-0.0,-0.00182916554595014,-0.0,-0.00010953895747661603,0.0
MDP-PPO,59,26339,-1.0184391736984253,-1.0184391736984253,0.0,-1.0184391736984253,Charge,0.12112760986461818,0.1211276098646182,0.4406233305205149,-3.836178159634907,8.558784,3.704166666666667,1.002397611349772,0.05092195868492131,39.24153,0.265,1.0,False,False,False,False,,,,,,,,,,,0.031048359444435708,0.09260416666666668,-0.0,-0.0023976113497719,-0.0,-0.0001273048967123033,0.0
MDP-PPO,60,26340,-1.1316580772399902,-1.1316580772399902,0.0,-1.1316580772399902,Charge,0.10935267710185986,0.10935267710185986,0.44331101845395987,-5.166922189426675,9.319413599999999,3.0208333333333335,1.0032293263683918,0.05658290386199956,34.90983,0.237,1.0,False,False,False,False,,,,,,,,,,,0.03720262739657331,0.07552083333333334,-0.0,-0.003229326368391794,-0.0,-0.00014145725965499892,0.0
MDP-PPO,61,26341,-1.2611308097839355,-1.2611308097839355,0.0,-1.2611308097839355,Charge,0.11542838633789415,0.11542838633789416,0.44630620412719674,-5.61815025688273,10.0251144,3.1458333333333335,1.0035113439105516,0.06305654048919683,34.90983,0.237,1.0,False,False,False,False,,,,,,,,,,,0.04045153826633544,0.07864583333333335,-0.0,-0.003511343910551634,-0.0,-0.0001576413512229921,0.0
